event,event_name,position,athelete,country,mark
"10,000 Metres women",15th IAAF World Championships,1,Vivian Jepkemoi CHERUIYOT,KEN,31:41.31
"10,000 Metres women",15th IAAF World Championships,2,Gelete BURKA,ETH,31:41.77
"10,000 Metres women",15th IAAF World Championships,3,Emily INFELD,USA,31:43.49
"10,000 Metres women",15th IAAF World Championships,4,Molly HUDDLE,USA,31:43.58
"10,000 Metres women",15th IAAF World Championships,5,Sally KIPYEGO,KEN,31:44.42  SB
"10,000 Metres women",15th IAAF World Championships,6,Shalane Flanagan,USA,31:46.23
"10,000 Metres women",15th IAAF World Championships,7,Alemitu Heroye,ETH,31:49.73
"10,000 Metres women",15th IAAF World Championships,8,Betsy SAINA,KEN,31:51.35  SB
"10,000 Metres women",15th IAAF World Championships,9,Belaynesh Oljira,ETH,31:53.01
"10,000 Metres women",15th IAAF World Championships,10,Susan KRUMINS,NED,31:54.32
"10,000 Metres women",15th IAAF World Championships,11,Jip VASTENBURG,NED,32:03.03
"10,000 Metres women",15th IAAF World Championships,12,Sara MOREIRA,POR,32:06.14
"10,000 Metres women",15th IAAF World Championships,13,Kasumi NISHIHARA,JPN,32:12.95
"10,000 Metres women",15th IAAF World Championships,14,Brenda FLORES,MEX,32:15.26
"10,000 Metres women",15th IAAF World Championships,15,Kate AVERY,GBR,32:16.19
"10,000 Metres women",15th IAAF World Championships,16,Trihas GEBRE,ESP,32:20.87
"10,000 Metres women",15th IAAF World Championships,17,Juliet CHEKWEL,UGA,32:20.95  NR
"10,000 Metres women",15th IAAF World Championships,18,Lanni MARCHANT,CAN,32:22.50
"10,000 Metres women",15th IAAF World Championships,19,Dulce Félix,POR,32:26.07
"10,000 Metres women",15th IAAF World Championships,20,Yuka Takashima,JPN,32:27.79
"10,000 Metres women",15th IAAF World Championships,21,Almensh Belete,BEL,32:47.62  SB
"10,000 Metres women",15th IAAF World Championships,22,Rei Ohara,JPN,32:47.74
"10,000 Metres women",15th IAAF World Championships,23,Natasha WODAK,CAN,32:59.20
"10,000 Metres women",15th IAAF World Championships,24,Nazret WELDU,ERI,35:14.18  SB
