event,event_name,position,athelete,country,mark
Shot Put women,6th IAAF World Championships In Athletics,1,Astrid Kumbernuss,GER,20.71
Shot Put women,6th IAAF World Championships In Athletics,2,Vita Pavlysh,UKR,20.66
Shot Put women,6th IAAF World Championships In Athletics,3,Stephanie Storp,GER,19.22
Shot Put women,6th IAAF World Championships In Athletics,4,Zhihong Huang,CHN,19.15
Shot Put women,6th IAAF World Championships In Athletics,5,Connie Price-Smith,USA,19.00
Shot Put women,6th IAAF World Championships In Athletics,6,Meisu Li,CHN,18.62
Shot Put women,6th IAAF World Championships In Athletics,7,Nadine Kleinert,GER,18.42
Shot Put women,6th IAAF World Championships In Athletics,8,Krystyna Zabawska,POL,17.83
Shot Put women,6th IAAF World Championships In Athletics,9,Svetla Mitkova-Sinirtas,BUL,17.75
Shot Put women,6th IAAF World Championships In Athletics,10,Svetlana Krivelyova,RUS,17.38
Shot Put women,6th IAAF World Championships In Athletics,11,Valeyta Althouse,USA,16.92
Shot Put women,6th IAAF World Championships In Athletics,12,Tressa Thompson,USA,16.48
