event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,8th IAAF World Championships,1,Reuben Kosgei,KEN,8:15.16
3000 Metres Steeplechase men,8th IAAF World Championships,2,Ali Ezzine,MAR,8:16.21
3000 Metres Steeplechase men,8th IAAF World Championships,3,Bernard Barmasai,KEN,8:16.59
3000 Metres Steeplechase men,8th IAAF World Championships,4,Luis Miguel Martín,ESP,8:18.87
3000 Metres Steeplechase men,8th IAAF World Championships,5,Bouabdellah Tahri,FRA,8:19.56
3000 Metres Steeplechase men,8th IAAF World Championships,6,Antonio David Jiménez,ESP,8:19.82
3000 Metres Steeplechase men,8th IAAF World Championships,7,Khamis Abdullah Saifeldin,QAT,8:20.01   SB
3000 Metres Steeplechase men,8th IAAF World Championships,8,Raymond Yator,KEN,8:20.87
3000 Metres Steeplechase men,8th IAAF World Championships,9,Ralf Assmus,GER,8:21.73   PB
3000 Metres Steeplechase men,8th IAAF World Championships,10,Brahim Boulami,MAR,8:21.95
3000 Metres Steeplechase men,8th IAAF World Championships,11,Tim Broe,USA,8:23.07
3000 Metres Steeplechase men,8th IAAF World Championships,12,Eliseo Martín,ESP,8:27.78
3000 Metres Steeplechase men,8th IAAF World Championships,13,Christian Belz,SUI,8:31.43
3000 Metres Steeplechase men,8th IAAF World Championships,14,Joël Bourgeois,CAN,8:36.38
3000 Metres Steeplechase men,8th IAAF World Championships,15,Gaël Pencreach,FRA,8:41.51
