event,event_name,position,athelete,country,mark
Shot Put men,8th IAAF World Championships,1,John Godina,USA,21.87
Shot Put men,8th IAAF World Championships,2,Adam Nelson,USA,21.24
Shot Put men,8th IAAF World Championships,3,Arsi Harju,FIN,20.93
Shot Put men,8th IAAF World Championships,4,Manuel Martínez,ESP,20.91
Shot Put men,8th IAAF World Championships,5,Dragan Peric,SCG,20.91
Shot Put men,8th IAAF World Championships,6,Yuriy Bilonoh,UKR,20.83
Shot Put men,8th IAAF World Championships,7,Conny Karlsson,FIN,20.78
Shot Put men,8th IAAF World Championships,8,Bradley Snyder,CAN,20.63
Shot Put men,8th IAAF World Championships,9,Ville Tiisanoja,FIN,20.45
Shot Put men,8th IAAF World Championships,10,Joachim Olsen,DEN,20.38
Shot Put men,8th IAAF World Championships,11,Janus Robberts,RSA,20.18
