event,event_name,position,athelete,country,mark
1500 Metres women,10th IAAF World Championships in Athletics,1,Tatyana Tomashova,RUS,4:00.35  SB
1500 Metres women,10th IAAF World Championships in Athletics,2,Olga Yegorova,RUS,4:01.46
1500 Metres women,10th IAAF World Championships in Athletics,3,Bouchra Ghézielle,FRA,4:02.45
1500 Metres women,10th IAAF World Championships in Athletics,4,Elena Soboleva,RUS,4:02.48
1500 Metres women,10th IAAF World Championships in Athletics,5,Maryam Yusuf Jamal,BRN,4:02.49
1500 Metres women,10th IAAF World Championships in Athletics,6,Natalia Rodríguez,ESP,4:03.06  SB
1500 Metres women,10th IAAF World Championships in Athletics,7,Anna Jakubczak Pawelec,POL,4:03.38  SB
1500 Metres women,10th IAAF World Championships in Athletics,8,Gelete Burka,ETH,4:04.77  PB
1500 Metres women,10th IAAF World Championships in Athletics,9,Carmen Douma-Hussar,CAN,4:05.08
1500 Metres women,10th IAAF World Championships in Athletics,10,Helen Clitheroe,GBR,4:05.19  SB
1500 Metres women,10th IAAF World Championships in Athletics,11,Irina Krakoviak,LTU,4:08.18
