event,event_name,position,athelete,country,mark
Discus Throw women,2nd IAAF World Championships in Athletics,1,Martina Hellmann,GDR,71.62
Discus Throw women,2nd IAAF World Championships in Athletics,2,Diana Sachse-Gansky,GDR,70.12
Discus Throw women,2nd IAAF World Championships in Athletics,3,Tsvetanka Khristova,BUL,68.82
Discus Throw women,2nd IAAF World Championships in Athletics,4,Ilke Wyludda,GDR,68.20
Discus Throw women,2nd IAAF World Championships in Athletics,5,Svetla Mitkova-Sinirtas,BUL,66.58
Discus Throw women,2nd IAAF World Championships in Athletics,6,Zdenka Šilhavá,TCH,64.82
Discus Throw women,2nd IAAF World Championships in Athletics,7,Larisa Mikhalchenko,URS,64.72
Discus Throw women,2nd IAAF World Championships in Athletics,8,Mariana Lengyel,ROU,62.30
Discus Throw women,2nd IAAF World Championships in Athletics,9,Maritza Martén,CUB,62.00
Discus Throw women,2nd IAAF World Championships in Athletics,10,Larisa Korotkevich,URS,60.74
Discus Throw women,2nd IAAF World Championships in Athletics,11,Renata Katewicz,POL,58.22
