event,event_name,position,athelete,country,mark
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,1,Irina Strakhova,URS,44:12  CR
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,2,Kerry Saxby-Junna,AUS,44:23
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,3,Hong Yan,CHN,44:42
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,4,Mari Cruz Díaz,ESP,44:48
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,5,Yelena Nikolayeva,URS,44:54
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,6,Monica Gunnarsson,SWE,45:09
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,7,Bingjie Jin,CHN,45:24
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,8,Ann Peel,CAN,45:27
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,9,Maria Reyes Sobrino,ESP,45:37
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,10,Dana Vavracová,TCH,46:10
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,11,Ann Jansson,SWE,46:15
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,12,Sue Cook,AUS,46:20
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,13,Lisa Kehler,GBR,46:23
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,14,Janice McCaffrey,CAN,46:41
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,15,Lynn Weik,USA,46:51
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,16,Beate Gummelt,GDR,47:00
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,17,Maria Colin,MEX,47:23
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,18,Giuliana Salce,ITA,47:28
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,19,Sari Essayah,FIN,47:30
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,20,Debbi Lawrence,USA,47:31
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,21,Alison Baker,CAN,47:48
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,22,Suzanne Griesbach,FRA,48:06
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,23,Sirkka Oikarinen,FIN,48:25
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,24,Maryanne Torrellas,USA,48:27
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,25,Beverley Allen,GBR,48:50
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,26,Solvi Furnes,NOR,49:18
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,27,María Graciela Mendoza,MEX,49:46
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,28,Hideko Hirayama,JPN,49:50
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,29,Emilia Cano,ESP,50:11
10 Kilometres Race Walk women,2nd IAAF World Championships in Athletics,30,Mirva Hämäläinen,FIN,52:03
