event,event_name,position,athelete,country,mark
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",1,Christian Taylor,USA,17.92
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",2,Will Claye,USA,17.74
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",3,Hugues Fabrice Zango,BUR,17.66
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",4,Pedro Pablo Pichardo,POR,17.62
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",5,Cristian Nápoles,CUB,17.38
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",6,Donald Scott,USA,17.17
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",7,Alexis Copello,AZE,17.10
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",8,Jordan Alejandro Díaz Fortun,CUB,17.06
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",9,Ruiting Wu,CHN,16.97
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",10,Yaoqing Fang,CHN,16.65
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",11,Necatí Er,TUR,16.34
Triple Jump men,"IAAF World Athletics Championships, DOHA 2019",12,Almir dos Santos,BRA,15.01
