event,event_name,position,athelete,country,mark
Long Jump men,11th IAAF World Championships in Athletics,1,Irving Saladino,PAN,8.57
Long Jump men,11th IAAF World Championships in Athletics,2,Andrew Howe,ITA,8.47
Long Jump men,11th IAAF World Championships in Athletics,3,Dwight Phillips,USA,8.30
Long Jump men,11th IAAF World Championships in Athletics,4,Olexiy Lukashevych,UKR,8.25
Long Jump men,11th IAAF World Championships in Athletics,5,Godfrey Khotso Mokoena,RSA,8.19
Long Jump men,11th IAAF World Championships in Athletics,6,James Beckford,JAM,8.17
Long Jump men,11th IAAF World Championships in Athletics,7,Ndiss Kaba Badji,SEN,8.01
Long Jump men,11th IAAF World Championships in Athletics,8,Ahmed Faiz Bin Marzouq,KSA,7.98
Long Jump men,11th IAAF World Championships in Athletics,9,Christian Reif,GER,7.95
Long Jump men,11th IAAF World Championships in Athletics,10,Miguel Pate,USA,7.94
Long Jump men,11th IAAF World Championships in Athletics,11,Hussein Taher Al-Sabee,KSA,7.84
