event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,1,Moses Kiptanui,KEN,8:06.36  CR
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,2,Patrick Sang,KEN,8:07.53
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,3,Alessandro Lambruschini,ITA,8:08.78
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,4,Matthew Kiprotich Birir,KEN,8:09.42
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,5,Mark Croghan,USA,8:09.76
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,6,Steffen Brand,GER,8:15.33
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,7,Elarbi Khattabi,MAR,8:17.96
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,8,Angelo Carosi,ITA,8:23.42
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,9,Shaun Creighton,AUS,8:23.45
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,10,Michael Buchleitner,AUT,8:25.88
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,11,Marc Davis,USA,8:28.74
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,12,Ricardo Vera,URU,8:29.00
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,13,Abdelaziz Sahere,MAR,8:29.65
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,14,Martin Strege,GER,8:34.31
3000 Metres Steeplechase men,4th IAAF World Championships in Athletics,15,Tom Hanlon,GBR,8:45.62
