event,event_name,position,athelete,country,mark
Long Jump men,10th IAAF World Championships in Athletics,1,Dwight Phillips,USA,8.60
Long Jump men,10th IAAF World Championships in Athletics,2,Ignisious Gaisah,GHA,8.34
Long Jump men,10th IAAF World Championships in Athletics,3,Tommi Evilä,FIN,8.25
Long Jump men,10th IAAF World Championships in Athletics,4,Joan Lino Martínez,ESP,8.24
Long Jump men,10th IAAF World Championships in Athletics,5,Salim Sdiri,FRA,8.21
Long Jump men,10th IAAF World Championships in Athletics,6,Irving Saladino,PAN,8.20
Long Jump men,10th IAAF World Championships in Athletics,7,Godfrey Khotso Mokoena,RSA,8.11
Long Jump men,10th IAAF World Championships in Athletics,8,Volodymyr Zyuskov,UKR,8.06
Long Jump men,10th IAAF World Championships in Athletics,9,James Beckford,JAM,8.02
Long Jump men,10th IAAF World Championships in Athletics,10,Vitaliy Shkurlatov,RUS,7.88
Long Jump men,10th IAAF World Championships in Athletics,11,Issam Nima,ALG,7.73
Long Jump men,10th IAAF World Championships in Athletics,12,Nils Winter,GER,7.72
