event,event_name,position,athelete,country,mark
Pole Vault men,2nd IAAF World Championships in Athletics,1,Sergey Bubka,URS,5.85  CR
Pole Vault men,2nd IAAF World Championships in Athletics,2,Thierry Vigneron,FRA,5.80
Pole Vault men,2nd IAAF World Championships in Athletics,3,Radion Gataullin,URS,5.80
Pole Vault men,2nd IAAF World Championships in Athletics,4,Marian Kolasa,POL,5.80
Pole Vault men,2nd IAAF World Championships in Athletics,5,Earl Bell,USA,5.70
Pole Vault men,2nd IAAF World Championships in Athletics,5,Nikolay Nikolov,BUL,5.70
Pole Vault men,2nd IAAF World Championships in Athletics,7,Delko Lesev,BUL,5.60
Pole Vault men,2nd IAAF World Championships in Athletics,8,Atanas Tarev,BUL,5.60
Pole Vault men,2nd IAAF World Championships in Athletics,9,Aleksandrs Obizajevs,URS,5.50
Pole Vault men,2nd IAAF World Championships in Athletics,10,Ferenc Salbert,FRA,5.50
Pole Vault men,2nd IAAF World Championships in Athletics,11,Gianni Stecchi,ITA,5.40
Pole Vault men,2nd IAAF World Championships in Athletics,12,Miro Zalar,SWE,5.30
