event,event_name,position,athelete,country,mark
5000 Metres men,14th IAAF World Championships,1,Mo Farah,GBR,13:26.98
5000 Metres men,14th IAAF World Championships,2,Hagos Gebrhiwet,ETH,13:27.26
5000 Metres men,14th IAAF World Championships,3,Isiah Kiplangat Koech,KEN,13:27.26
5000 Metres men,14th IAAF World Championships,4,Thomas Pkemei Longosiwa,KEN,13:27.67
5000 Metres men,14th IAAF World Championships,5,Edwin Cheruiyot Soi,KEN,13:29.01
5000 Metres men,14th IAAF World Championships,6,Bernard Lagat,USA,13:29.24
5000 Metres men,14th IAAF World Championships,7,Muktar Edris,ETH,13:29.56
5000 Metres men,14th IAAF World Championships,8,Galen Rupp,USA,13:29.87
5000 Metres men,14th IAAF World Championships,9,Yenew Alamirew,ETH,13:31.27
5000 Metres men,14th IAAF World Championships,10,Ryan Hill,USA,13:32.69
5000 Metres men,14th IAAF World Championships,11,Dejene Regassa,BRN,13:34.54
5000 Metres men,14th IAAF World Championships,12,Elroy Gelant,RSA,13:43.58
5000 Metres men,14th IAAF World Championships,13,Sindre Buraas,NOR,13:45.67
5000 Metres men,14th IAAF World Championships,14,Zane Robertson,NZL,13:46.55
5000 Metres men,14th IAAF World Championships,15,Brett Robinson,AUS,14:03.77
