event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,14th IAAF World Championships,1,Ezekiel Kemboi,KEN,8:06.01
3000 Metres Steeplechase men,14th IAAF World Championships,2,Conseslus KIPRUTO,KEN,8:06.37
3000 Metres Steeplechase men,14th IAAF World Championships,3,Mahiedine Mekhissi,FRA,8:07.86
3000 Metres Steeplechase men,14th IAAF World Championships,4,Paul Kipsiele Koech,KEN,8:08.62
3000 Metres Steeplechase men,14th IAAF World Championships,5,Evan JAGER,USA,8:08.67
3000 Metres Steeplechase men,14th IAAF World Championships,6,Matthew HUGHES,CAN,8:11.64  NR
3000 Metres Steeplechase men,14th IAAF World Championships,7,Abel Kiprop Mutai,KEN,8:17.04
3000 Metres Steeplechase men,14th IAAF World Championships,8,Yoann Kowal,FRA,8:17.41
3000 Metres Steeplechase men,14th IAAF World Championships,9,Hamid Ezzine,MAR,8:19.53
3000 Metres Steeplechase men,14th IAAF World Championships,10,Ivan Lukyanov,MDA,8:19.99
3000 Metres Steeplechase men,14th IAAF World Championships,11,Ángel Mullera,ESP,8:20.93
3000 Metres Steeplechase men,14th IAAF World Championships,12,Jacob Araptany,UGA,8:25.86
3000 Metres Steeplechase men,14th IAAF World Championships,13,Alex Genest,CAN,8:27.01
3000 Metres Steeplechase men,14th IAAF World Championships,14,Benjamin Kiplagat,UGA,8:31.09
