event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,1,Francesco Panetta,ITA,8:08.57  CR
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,2,Hagen Melzer,GDR,8:10.32
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,3,William Van Dijck,BEL,8:12.18
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,4,Brian Diemer,USA,8:14.46
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,5,Graeme Fell,CAN,8:16.46
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,6,Henry Marsh,USA,8:17.78
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,7,Peter Koech,KEN,8:20.08
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,8,Patrick Sang,KEN,8:20.45
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,9,Alessandro Lambruschini,ITA,8:24.25
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,10,Raymond Pannier,FRA,8:26.50
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,11,José Regalo,POR,8:27.64
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,12,Patriz Ilg,FRG,8:38.46
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,13,Franco Boffi,ITA,8:43.60
3000 Metres Steeplechase men,2nd IAAF World Championships in Athletics,14,Roger Hackney,GBR,8:48.86
