event,event_name,position,athelete,country,mark
Shot Put men,6th IAAF World Championships In Athletics,1,John Godina,USA,21.44
Shot Put men,6th IAAF World Championships In Athletics,2,Oliver-Sven Buder,GER,21.24
Shot Put men,6th IAAF World Championships In Athletics,3,Cottrell J. Hunter,USA,20.33
Shot Put men,6th IAAF World Championships In Athletics,4,Yuriy Bilonoh,UKR,20.26
Shot Put men,6th IAAF World Championships In Athletics,5,Mika Halvari,FIN,20.13
Shot Put men,6th IAAF World Championships In Athletics,6,Roman Virastyuk,UKR,20.12
Shot Put men,6th IAAF World Championships In Athletics,7,Kevin Toth,USA,20.02
Shot Put men,6th IAAF World Championships In Athletics,8,Michael Mertens,GER,19.91
Shot Put men,6th IAAF World Championships In Athletics,9,Paolo Dal Soglio,ITA,19.77
Shot Put men,6th IAAF World Championships In Athletics,10,Burger Lambrechts,RSA,19.39
Shot Put men,6th IAAF World Championships In Athletics,11,Saulius Kleiza,LTU,18.25
