event,event_name,position,athelete,country,mark
Javelin Throw women,2nd IAAF World Championships in Athletics,1,Fatima Whitbread,GBR,76.64
Javelin Throw women,2nd IAAF World Championships in Athletics,2,Petra Felke-Meier,GDR,71.76
Javelin Throw women,2nd IAAF World Championships in Athletics,3,Beate Peters,FRG,68.82
Javelin Throw women,2nd IAAF World Championships in Athletics,4,Tessa Sanderson,GBR,67.54
Javelin Throw women,2nd IAAF World Championships in Athletics,5,Susanne Jung,GDR,67.46
Javelin Throw women,2nd IAAF World Championships in Athletics,6,Tiina Lillak,FIN,66.82
Javelin Throw women,2nd IAAF World Championships in Athletics,7,Natalya Yermolovich,URS,65.52
Javelin Throw women,2nd IAAF World Championships in Athletics,8,Ivonne Leal,CUB,64.90
Javelin Throw women,2nd IAAF World Championships in Athletics,9,Ingrid Thyssen,FRG,64.12
Javelin Throw women,2nd IAAF World Championships in Athletics,10,Manuela Alizadeh,FRG,63.40
Javelin Throw women,2nd IAAF World Championships in Athletics,11,Katalin Hartai,HUN,60.88
Javelin Throw women,2nd IAAF World Championships in Athletics,12,Irina Kostyuchenkova,URS,60.60
