event,event_name,position,athelete,country,mark
Shot Put women,12th IAAF World Championships in Athletics,1,Valerie Adams,NZL,20.44
Shot Put women,12th IAAF World Championships in Athletics,2,Nadine Kleinert,GER,20.20
Shot Put women,12th IAAF World Championships in Athletics,3,Lijiao Gong,CHN,19.89
Shot Put women,12th IAAF World Championships in Athletics,4,Anna Avdeeva,RUS,19.66
Shot Put women,12th IAAF World Championships in Athletics,5,Michelle Carter,USA,18.96
Shot Put women,12th IAAF World Championships in Athletics,6,Meiju Li,CHN,18.76
Shot Put women,12th IAAF World Championships in Athletics,7,Misleydis González,CUB,18.74
Shot Put women,12th IAAF World Championships in Athletics,8,Mailín Vargas,CUB,18.67
Shot Put women,12th IAAF World Championships in Athletics,9,Xiangrong Liu,CHN,18.52
Shot Put women,12th IAAF World Championships in Athletics,10,Denise Hinrichs,GER,18.39
Shot Put women,12th IAAF World Championships in Athletics,11,Christina Schwanitz,GER,17.84
