event,event_name,position,athelete,country,mark
Discus Throw women,9th IAAF World Championships in Athletics,1,Iryna Yatchenko,BLR,67.32
Discus Throw women,9th IAAF World Championships in Athletics,2,Anastasía Kelesídou,GRE,67.14
Discus Throw women,9th IAAF World Championships in Athletics,3,Ekateríni Vóggoli,GRE,66.73
Discus Throw women,9th IAAF World Championships in Athletics,4,Olena Antonova,UKR,65.90
Discus Throw women,9th IAAF World Championships in Athletics,5,Vera Pospíšilová-Cechlová,CZE,65.55
Discus Throw women,9th IAAF World Championships in Athletics,6,Natalya Sadova,RUS,65.22
Discus Throw women,9th IAAF World Championships in Athletics,7,Aimin Song,CHN,63.84
Discus Throw women,9th IAAF World Championships in Athletics,8,Anna Söderberg,SWE,61.61
Discus Throw women,9th IAAF World Championships in Athletics,9,Suzanne Powell Roos,USA,59.86
Discus Throw women,9th IAAF World Championships in Athletics,10,Teresa Machado,POR,59.46
Discus Throw women,9th IAAF World Championships in Athletics,11,Mélina Robert-Michon,FRA,58.52
Discus Throw women,9th IAAF World Championships in Athletics,12,Neelam Jaswant Singh,IND,57.92
Discus Throw women,9th IAAF World Championships in Athletics,13,Beatrice Faumuina,NZL,56.86
