event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",1,Conseslus Kipruto,KEN,8:01.35  WL
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",2,Lamecha Girma,ETH,8:01.36  NR
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",3,Soufiane El Bakkali,MAR,8:03.76  SB
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",4,Getnet Wale,ETH,8:05.21  PB
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",5,Djilali Bedrani,FRA,8:05.23  PB
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",6,Benjamin Kigen,KEN,8:06.95
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",7,Abraham Kibiwot,KEN,8:08.52
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",8,Hillary Bor,USA,8:09.33
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",9,Leonard Kipkemoi Bett,KEN,8:10.64
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",10,Stanley Kipkoech Kebenei,USA,8:11.15  SB
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",11,Fernando Carro,ESP,8:12.31
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",12,Andrew Bayer,USA,8:12.47  PB
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",13,Avinash Mukund Sable,IND,8:21.37  NR
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",14,Matthew Hughes,CAN,8:24.78
3000 Metres Steeplechase men,"IAAF World Athletics Championships, DOHA 2019",15,Zak Seddon,GBR,8:40.23
