event,event_name,position,athelete,country,mark
Discus Throw men,14th IAAF World Championships,1,Robert Harting,GER,69.11
Discus Throw men,14th IAAF World Championships,2,Piotr Małachowski,POL,68.36
Discus Throw men,14th IAAF World Championships,3,Gerd Kanter,EST,65.19
Discus Throw men,14th IAAF World Championships,4,Martin Wierig,GER,65.02
Discus Throw men,14th IAAF World Championships,5,Victor Hogan,RSA,64.35
Discus Throw men,14th IAAF World Championships,6,Robert Urbanek,POL,64.32
Discus Throw men,14th IAAF World Championships,7,Vikas Gowda,IND,64.03
Discus Throw men,14th IAAF World Championships,8,Viktor Butenko,RUS,63.38
Discus Throw men,14th IAAF World Championships,9,Jennifer Frank Casañas,ESP,62.89
Discus Throw men,14th IAAF World Championships,10,Jorge Fernández,CUB,62.88
Discus Throw men,14th IAAF World Championships,11,Julian Wruck,AUS,62.40
Discus Throw men,14th IAAF World Championships,12,Mario Pestano,ESP,61.88
