event,event_name,position,athelete,country,mark
20 Kilometres Race Walk men,8th IAAF World Championships,1,Roman Rasskazov,RUS,1:20:31
20 Kilometres Race Walk men,8th IAAF World Championships,2,Ilya Markov,RUS,1:20:33
20 Kilometres Race Walk men,8th IAAF World Championships,3,Viktor Burayev,RUS,1:20:36
20 Kilometres Race Walk men,8th IAAF World Championships,4,Nathan Deakes,AUS,1:20:55
20 Kilometres Race Walk men,8th IAAF World Championships,5,David Márquez,ESP,1:21:09   PB
20 Kilometres Race Walk men,8th IAAF World Championships,6,Joel Sánchez,MEX,1:22:05
20 Kilometres Race Walk men,8th IAAF World Championships,7,Satoshi Yanagisawa,JPN,1:22:11
20 Kilometres Race Walk men,8th IAAF World Championships,8,Jefferson Pérez,ECU,1:22:20
20 Kilometres Race Walk men,8th IAAF World Championships,9,Jirí Malysa,CZE,1:22:42
20 Kilometres Race Walk men,8th IAAF World Championships,10,Hatem Ghoula,TUN,1:23:14
20 Kilometres Race Walk men,8th IAAF World Championships,11,Alejandro López,MEX,1:23:20
20 Kilometres Race Walk men,8th IAAF World Championships,12,Alessandro Gandellini,ITA,1:24:05
20 Kilometres Race Walk men,8th IAAF World Championships,13,Zewen Li,CHN,1:24:29
20 Kilometres Race Walk men,8th IAAF World Championships,14,Robert Heffernan,IRL,1:25:02
20 Kilometres Race Walk men,8th IAAF World Championships,15,Ivan Trotski,BLR,1:25:02
20 Kilometres Race Walk men,8th IAAF World Championships,16,Lorenzo Civallero,ITA,1:25:28
20 Kilometres Race Walk men,8th IAAF World Championships,17,Miloš Holuša,CZE,1:25:37
20 Kilometres Race Walk men,8th IAAF World Championships,18,Luis García,GUA,1:26:47
20 Kilometres Race Walk men,8th IAAF World Championships,19,Il-yong Shin,KOR,1:27:47
20 Kilometres Race Walk men,8th IAAF World Championships,20,Gintaras Andriuškevicius,LTU,1:27:53
20 Kilometres Race Walk men,8th IAAF World Championships,21,Arturo Huerta,CAN,1:29:27
20 Kilometres Race Walk men,8th IAAF World Championships,22,Silviu Casandra,ROU,1:29:49
20 Kilometres Race Walk men,8th IAAF World Championships,23,Anthony Gillet,FRA,1:31:24
20 Kilometres Race Walk men,8th IAAF World Championships,24,Sabir Sharuyayev,KAZ,1:32:03
