event,event_name,position,athelete,country,mark
"10,000 Metres women",4th IAAF World Championships in Athletics,1,Junxia Wang,CHN,30:49.30  CR
"10,000 Metres women",4th IAAF World Championships in Athletics,2,Huandi Zhong,CHN,31:12.55
"10,000 Metres women",4th IAAF World Championships in Athletics,3,Sally Barsosio,KEN,31:15.38  WJ
"10,000 Metres women",4th IAAF World Championships in Athletics,4,Tegla Loroupe,KEN,31:29.91
"10,000 Metres women",4th IAAF World Championships in Athletics,5,Lynn Jennings,USA,31:30.53
"10,000 Metres women",4th IAAF World Championships in Athletics,6,Conceição Ferreira,POR,31:30.60
"10,000 Metres women",4th IAAF World Championships in Athletics,7,Albertina Dias,POR,31:33.03
"10,000 Metres women",4th IAAF World Championships in Athletics,8,Anne Marie Letko-Lauck,USA,31:37.26
"10,000 Metres women",4th IAAF World Championships in Athletics,9,Uta Pippig,GER,31:39.97
"10,000 Metres women",4th IAAF World Championships in Athletics,10,Fernanda Ribeiro,POR,31:40.51
"10,000 Metres women",4th IAAF World Championships in Athletics,11,Carmen de Oliveira,BRA,31:47.76  AR
"10,000 Metres women",4th IAAF World Championships in Athletics,12,Maria Guida,ITA,32:15.34
"10,000 Metres women",4th IAAF World Championships in Athletics,13,Kathrin Wessel,GER,32:27.38
"10,000 Metres women",4th IAAF World Championships in Athletics,14,Olga Appell,MEX,32:32.51
"10,000 Metres women",4th IAAF World Championships in Athletics,15,Naomi Yoshida,JPN,32:35.44
"10,000 Metres women",4th IAAF World Championships in Athletics,16,Iulia Olteanu,ROU,32:40.61
"10,000 Metres women",4th IAAF World Championships in Athletics,17,Izumi Maki,JPN,32:53.41
"10,000 Metres women",4th IAAF World Championships in Athletics,18,Rosario Murcia,FRA,32:54.65
"10,000 Metres women",4th IAAF World Championships in Athletics,19,Suzana Ciric,SCG,33:26.72
"10,000 Metres women",4th IAAF World Championships in Athletics,20,María Isabel Juárez,MEX,33:28.47
"10,000 Metres women",4th IAAF World Championships in Athletics,21,Elaine Van Blunk,USA,33:42.85
"10,000 Metres women",4th IAAF World Championships in Athletics,22,Gitte Karlshøj,DEN,33:58.58
