event,event_name,position,athelete,country,mark
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,1,Anna Rita Sidoti,ITA,42:55.49   WL
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,2,Olga Kardopoltseva,BLR,43:30.20
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,3,Valentina Tsybulskaya,BLR,43:49.24
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,4,Hongyu Liu,CHN,43:56.86
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,5,Erica Alfridi,ITA,43:59.73
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,6,Anikó Szebenszky,HUN,44:14.94
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,7,Yan Gu,CHN,44:24.17
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,8,Anita Liepina,LAT,45:00.56
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,9,Yelena Nikolayeva,RUS,45:01.90
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,10,Elisabetta Perrone,ITA,45:16.64
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,11,Mária Rosza-Urbanik,HUN,45:36.57
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,12,Yan Wang,CHN,46:21.69
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,13,Svetlana Tolstaya,KAZ,47:09.51
"10,000 Metres Race Walk women",6th IAAF World Championships In Athletics,14,Yuka Mitsumori,JPN,47:24.22
