event,event_name,position,athelete,country,mark
Javelin Throw women,4th IAAF World Championships in Athletics,1,Trine Hattestad,NOR,69.18
Javelin Throw women,4th IAAF World Championships in Athletics,2,Karen Forkel,GER,65.80
Javelin Throw women,4th IAAF World Championships in Athletics,3,Natalya Shikolenko,BLR,65.64
Javelin Throw women,4th IAAF World Championships in Athletics,4,Tatyana Shikolenko,BLR,65.18
Javelin Throw women,4th IAAF World Championships in Athletics,5,Yekaterina Ivakina,RUS,65.12
Javelin Throw women,4th IAAF World Championships in Athletics,6,Silke Renk,GER,64.00
Javelin Throw women,4th IAAF World Championships in Athletics,7,Claudia Isaila,ROU,61.54
Javelin Throw women,4th IAAF World Championships in Athletics,8,Felicia Tilea-Moldovan,ROU,61.24
Javelin Throw women,4th IAAF World Championships in Athletics,9,Steffi Nerius,GER,60.26
Javelin Throw women,4th IAAF World Championships in Athletics,10,Antoaneta Todorova-Selenska,BUL,58.82
Javelin Throw women,4th IAAF World Championships in Athletics,11,Heli Rantanen,FIN,53.14
