event,event_name,position,athelete,country,mark
High Jump men,13th IAAF World Championships in Athletics,1,Jesse Williams,USA,2.35
High Jump men,13th IAAF World Championships in Athletics,2,Aleksey Dmitrik,RUS,2.35
High Jump men,13th IAAF World Championships in Athletics,3,Trevor Barry,BAH,2.32
High Jump men,13th IAAF World Championships in Athletics,4,Jaroslav Bába,CZE,2.32
High Jump men,13th IAAF World Championships in Athletics,5,Ivan Ukhov,RUS,2.32
High Jump men,13th IAAF World Championships in Athletics,5,Dimitrios Chondrokoukis,GRE,2.32
High Jump men,13th IAAF World Championships in Athletics,7,Mutaz Essa BARSHIM,QAT,2.32
High Jump men,13th IAAF World Championships in Athletics,8,Aleksandr Shustov,RUS,2.29
High Jump men,13th IAAF World Championships in Athletics,9,Raul Spank,GER,2.29
High Jump men,13th IAAF World Championships in Athletics,10,Guowei Zhang,CHN,2.25
High Jump men,13th IAAF World Championships in Athletics,11,Donald THOMAS,BAH,2.20
High Jump men,13th IAAF World Championships in Athletics,12,Dmytro Dem'yanyuk,UKR,2.20
High Jump men,13th IAAF World Championships in Athletics,12,Darvin Edwards,LCA,2.20
