event,event_name,position,athelete,country,mark
Triple Jump men,15th IAAF World Championships,1,Christian TAYLOR,USA,18.21
Triple Jump men,15th IAAF World Championships,2,Pedro PICHARDO,CUB,17.73
Triple Jump men,15th IAAF World Championships,3,Nelson ÉVORA,POR,17.52
Triple Jump men,15th IAAF World Championships,4,Omar CRADDOCK,USA,17.37
Triple Jump men,15th IAAF World Championships,5,Lyukman Adams,RUS,17.28
Triple Jump men,15th IAAF World Championships,6,Marian Oprea,ROU,17.06
Triple Jump men,15th IAAF World Championships,7,Dmitriy SOROKIN,RUS,16.99
Triple Jump men,15th IAAF World Championships,8,Tosin Oke,NGR,16.81
Triple Jump men,15th IAAF World Championships,9,Godfrey Khotso Mokoena,RSA,16.81
Triple Jump men,15th IAAF World Championships,10,Leevan Sands,BAH,16.68
Triple Jump men,15th IAAF World Championships,11,Jonathan Drack,MRI,16.64
Triple Jump men,15th IAAF World Championships,12,Benjamin COMPAORÉ,FRA,16.63
