event,event_name,position,athelete,country,mark
5000 Metres women,12th IAAF World Championships in Athletics,1,Vivian Jepkemoi Cheruiyot,KEN,14:57.97
5000 Metres women,12th IAAF World Championships in Athletics,2,Sylvia Jebiwott Kibet,KEN,14:58.33
5000 Metres women,12th IAAF World Championships in Athletics,3,Meseret Defar,ETH,14:58.41
5000 Metres women,12th IAAF World Championships in Athletics,4,Sentayehu Ejigu,ETH,15:03.38
5000 Metres women,12th IAAF World Championships in Athletics,5,Meselech Melkamu,ETH,15:03.72
5000 Metres women,12th IAAF World Championships in Athletics,6,Iness Chepkesis Chenonge,KEN,15:06.06
5000 Metres women,12th IAAF World Championships in Athletics,7,Silvia Weissteiner,ITA,15:09.74  SB
5000 Metres women,12th IAAF World Championships in Athletics,8,Genzebe Dibaba,ETH,15:11.12
5000 Metres women,12th IAAF World Championships in Athletics,9,Jennifer Rhines,USA,15:11.63
5000 Metres women,12th IAAF World Championships in Athletics,10,Sara Moreira,POR,15:12.22
5000 Metres women,12th IAAF World Championships in Athletics,11,Yuriko Kobayashi,JPN,15:12.44  SB
5000 Metres women,12th IAAF World Championships in Athletics,12,Yurika Nakamura,JPN,15:13.01  PB
5000 Metres women,12th IAAF World Championships in Athletics,13,Krisztina Papp,HUN,15:20.36
5000 Metres women,12th IAAF World Championships in Athletics,14,Zakia Mrisho,TAN,15:31.73
