event,event_name,position,athelete,country,mark
Hammer Throw women,"World Athletics Championships, Oregon 2022",1,Brooke ANDERSEN,USA,78.96
Hammer Throw women,"World Athletics Championships, Oregon 2022",2,Camryn ROGERS,CAN,75.52
Hammer Throw women,"World Athletics Championships, Oregon 2022",3,Janee' KASSANAVOID,USA,74.86
Hammer Throw women,"World Athletics Championships, Oregon 2022",4,Sara FANTINI,ITA,73.18
Hammer Throw women,"World Athletics Championships, Oregon 2022",5,Jillian WEIR,CAN,72.41
Hammer Throw women,"World Athletics Championships, Oregon 2022",6,Bianca Florentina GHELBER,ROU,72.26
Hammer Throw women,"World Athletics Championships, Oregon 2022",7,Silja KOSONEN,FIN,70.81
Hammer Throw women,"World Athletics Championships, Oregon 2022",8,Na LUO,CHN,70.42
Hammer Throw women,"World Athletics Championships, Oregon 2022",9,Grete AHLBERG,SWE,70.11
Hammer Throw women,"World Athletics Championships, Oregon 2022",10,Krista TERVO,FIN,69.04
Hammer Throw women,"World Athletics Championships, Oregon 2022",11,Hanna SKYDAN,AZE,69.01
Hammer Throw women,"World Athletics Championships, Oregon 2022",12,Annette Nneka ECHIKUNWOKE,USA,68.12
