event,event_name,position,athelete,country,mark
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",1,Yaimé Pérez,CUB,69.17
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",2,Denia Caballero,CUB,68.44
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",3,Sandra Perković,CRO,66.72
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",4,Yang Chen,CHN,63.38
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",5,Bin Feng,CHN,62.48
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",6,Fernanda Martins,BRA,62.44
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",7,Valarie Allman,USA,61.82
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",8,Nadine Müller,GER,61.55
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",9,Claudine Vita,GER,60.77
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",10,Mélina Robert-Michon,FRA,59.99
Discus Throw women,"IAAF World Athletics Championships, DOHA 2019",11,Kristin Pudenz,GER,57.69
