event,event_name,position,athelete,country,mark
Pole Vault women,7th IAAF World Championships in Athletics,1,Stacy Dragila,USA,4.60
Pole Vault women,7th IAAF World Championships in Athletics,2,Anzhela Balakhonova,UKR,4.55
Pole Vault women,7th IAAF World Championships in Athletics,3,Tatiana Grigorieva,AUS,4.45
Pole Vault women,7th IAAF World Championships in Athletics,4,Zsuzsanna Szabó-Olgyai,HUN,4.40
Pole Vault women,7th IAAF World Championships in Athletics,5,Nicole Humbert,GER,4.40
Pole Vault women,7th IAAF World Championships in Athletics,6,Pavla Rybová,CZE,4.40
Pole Vault women,7th IAAF World Championships in Athletics,6,Daniela Brecková,CZE,4.40
Pole Vault women,7th IAAF World Championships in Athletics,8,Yelena Belyakova,RUS,4.35
Pole Vault women,7th IAAF World Championships in Athletics,9,Kellie Suttle,USA,4.35
Pole Vault women,7th IAAF World Championships in Athletics,10,Elmarie Gerryts,RSA,4.25
Pole Vault women,7th IAAF World Championships in Athletics,11,Alejandra García,ARG,4.25
Pole Vault women,7th IAAF World Championships in Athletics,12,Vala Flosadóttir,ISL,4.25
Pole Vault women,7th IAAF World Championships in Athletics,13,Thórey Edda Elisdóttir,ISL,4.15
Pole Vault women,7th IAAF World Championships in Athletics,14,Emma George,AUS,4.15
Pole Vault women,7th IAAF World Championships in Athletics,14,Yvonne Buschbaum,GER,4.15
Pole Vault women,7th IAAF World Championships in Athletics,14,Dana Cervantes,ESP,4.15
