event,event_name,position,athelete,country,mark
Triple Jump women,12th IAAF World Championships in Athletics,1,Yargeris Savigne,CUB,14.95
Triple Jump women,12th IAAF World Championships in Athletics,2,Mabel Gay,CUB,14.61
Triple Jump women,12th IAAF World Championships in Athletics,3,Anna Pyatykh,RUS,14.58
Triple Jump women,12th IAAF World Championships in Athletics,4,Biljana Topić,SRB,14.52
Triple Jump women,12th IAAF World Championships in Athletics,5,Trecia Kaye Smith,JAM,14.48
Triple Jump women,12th IAAF World Championships in Athletics,6,Cristina Bujin,ROU,14.26
Triple Jump women,12th IAAF World Championships in Athletics,7,Dana Velďáková,SVK,14.25
Triple Jump women,12th IAAF World Championships in Athletics,8,Limei Xie,CHN,14.16
Triple Jump women,12th IAAF World Championships in Athletics,9,Olga Rypakova,KAZ,13.91
Triple Jump women,12th IAAF World Championships in Athletics,10,Teresa Nzola Meso,FRA,13.79
Triple Jump women,12th IAAF World Championships in Athletics,11,Gisele de Oliveira,BRA,13.19
