event,event_name,position,athelete,country,mark
Discus Throw men,2nd IAAF World Championships in Athletics,1,Jürgen Schult,GDR,68.74
Discus Throw men,2nd IAAF World Championships in Athletics,2,John Powell,USA,66.22
Discus Throw men,2nd IAAF World Championships in Athletics,3,Luis Delís,CUB,66.02
Discus Throw men,2nd IAAF World Championships in Athletics,4,Rolf Danneberg,FRG,65.96
Discus Throw men,2nd IAAF World Championships in Athletics,5,Vladimir Zinchenko,URS,65.60
Discus Throw men,2nd IAAF World Championships in Athletics,6,Romas Ubartas,URS,65.50
Discus Throw men,2nd IAAF World Championships in Athletics,7,Imrich Bugár,TCH,65.32
Discus Throw men,2nd IAAF World Championships in Athletics,8,Vaclovas Kidykas,URS,63.64
Discus Throw men,2nd IAAF World Championships in Athletics,9,Gejza Valent,TCH,61.98
Discus Throw men,2nd IAAF World Championships in Athletics,10,Bradley Cooper,BAH,61.94
Discus Throw men,2nd IAAF World Championships in Athletics,11,Alois Hannecker,FRG,60.98
Discus Throw men,2nd IAAF World Championships in Athletics,12,Marco Martino,ITA,60.60
