event,event_name,position,athelete,country,mark
5000 Metres men,5th IAAF World Championships in Athletics,1,Ismael Kirui,KEN,13:16.77
5000 Metres men,5th IAAF World Championships in Athletics,2,Khalid Boulami,MAR,13:17.15
5000 Metres men,5th IAAF World Championships in Athletics,3,Shem Kororia,KEN,13:17.59
5000 Metres men,5th IAAF World Championships in Athletics,4,Ismaïl Sghyr,MAR,13:17.86
5000 Metres men,5th IAAF World Championships in Athletics,5,Brahim Lahlafi,MAR,13:18.89
5000 Metres men,5th IAAF World Championships in Athletics,6,Worku Bikila,ETH,13:20.12
5000 Metres men,5th IAAF World Championships in Athletics,7,Bob Kennedy,USA,13:32.10
5000 Metres men,5th IAAF World Championships in Athletics,8,Fita Bayisa,ETH,13:34.52
5000 Metres men,5th IAAF World Championships in Athletics,9,Dieter Baumann,GER,13:39.98
5000 Metres men,5th IAAF World Championships in Athletics,10,Philemon Hanneck,ZIM,13:41.28
5000 Metres men,5th IAAF World Championships in Athletics,11,Gennaro Di Napoli,ITA,13:46.51
5000 Metres men,5th IAAF World Championships in Athletics,12,Mark Carroll,IRL,13:46.80
5000 Metres men,5th IAAF World Championships in Athletics,13,Anacleto Jiménez,ESP,13:48.53
5000 Metres men,5th IAAF World Championships in Athletics,14,John Nuttall,GBR,13:49.25
5000 Metres men,5th IAAF World Championships in Athletics,15,Abdellah Béhar,FRA,14:19.04
