event,event_name,position,athelete,country,mark
1500 Metres men,11th IAAF World Championships in Athletics,1,Bernard Lagat,USA,3:34.77
1500 Metres men,11th IAAF World Championships in Athletics,2,Rashid Ramzi,BRN,3:35.00  SB
1500 Metres men,11th IAAF World Championships in Athletics,3,Shedrack Kibet Korir,KEN,3:35.04
1500 Metres men,11th IAAF World Championships in Athletics,4,Asbel Kiprop,KEN,3:35.24  PB
1500 Metres men,11th IAAF World Championships in Athletics,5,Tarek Boukensa,ALG,3:35.26
1500 Metres men,11th IAAF World Championships in Athletics,6,Anter Zerguelaine,ALG,3:35.29
1500 Metres men,11th IAAF World Championships in Athletics,7,Arturo Casado,ESP,3:35.62
1500 Metres men,11th IAAF World Championships in Athletics,8,Alan Webb,USA,3:35.69
1500 Metres men,11th IAAF World Championships in Athletics,9,Andrew Baddeley,GBR,3:35.95
1500 Metres men,11th IAAF World Championships in Athletics,10,Nick Willis,NZL,3:36.13
1500 Metres men,11th IAAF World Championships in Athletics,11,Belal Ali Mansoor,BRN,3:36.44
1500 Metres men,11th IAAF World Championships in Athletics,12,Sergio Gallardo,ESP,3:37.03
1500 Metres men,11th IAAF World Championships in Athletics,13,Juan Carlos Higuero,ESP,3:38.43
1500 Metres men,11th IAAF World Championships in Athletics,14,Youssef Baba,MAR,3:38.78
