event,event_name,position,athelete,country,mark
Long Jump women,7th IAAF World Championships in Athletics,1,Niurka Montalvo,ESP,7.06
Long Jump women,7th IAAF World Championships in Athletics,2,Fiona May,ITA,6.94
Long Jump women,7th IAAF World Championships in Athletics,3,Marion Jones,USA,6.83
Long Jump women,7th IAAF World Championships in Athletics,4,Lyudmila Galkina,RUS,6.82
Long Jump women,7th IAAF World Championships in Athletics,5,Joanne Wise,GBR,6.75
Long Jump women,7th IAAF World Championships in Athletics,6,Dawn Burrell-Campbell,USA,6.74
Long Jump women,7th IAAF World Championships in Athletics,7,Susen Tiedtke,GER,6.68
Long Jump women,7th IAAF World Championships in Athletics,8,Maurren Higa Maggi,BRA,6.68
Long Jump women,7th IAAF World Championships in Athletics,9,Nicole Boegman,AUS,6.63
Long Jump women,7th IAAF World Championships in Athletics,10,Erica Johansson,SWE,6.63
Long Jump women,7th IAAF World Championships in Athletics,11,Olga Rublyova,RUS,6.56
Long Jump women,7th IAAF World Championships in Athletics,12,Shana Williams,USA,6.52
