event,event_name,position,athelete,country,mark
20 Kilometres Race Walk women,15th IAAF World Championships,1,Hong Liu,CHN,1:27:45
20 Kilometres Race Walk women,15th IAAF World Championships,2,Xiuzhi Lyu,CHN,1:27:45
20 Kilometres Race Walk women,15th IAAF World Championships,3,Lyudmyla Olyanovska,UKR,1:28:13
20 Kilometres Race Walk women,15th IAAF World Championships,4,Ana Cabecinha,POR,1:29:29
20 Kilometres Race Walk women,15th IAAF World Championships,5,Antonella Palmisano,ITA,1:29:34
20 Kilometres Race Walk women,15th IAAF World Championships,6,Erica Rocha De Sena,BRA,1:30:06
20 Kilometres Race Walk women,15th IAAF World Championships,7,Brigita Virbalytė-Dimsienė,LTU,1:30:20  PB
20 Kilometres Race Walk women,15th IAAF World Championships,8,Anežka Drahotová,CZE,1:30:32
20 Kilometres Race Walk women,15th IAAF World Championships,9,Alejandra Ortega,MEX,1:31:04  PB
20 Kilometres Race Walk women,15th IAAF World Championships,10,María José Poves,ESP,1:31:06  SB
20 Kilometres Race Walk women,15th IAAF World Championships,11,Nadiya Borovska,UKR,1:31:18
20 Kilometres Race Walk women,15th IAAF World Championships,12,Mirna Ortíz,GUA,1:31:32
20 Kilometres Race Walk women,15th IAAF World Championships,13,Rachel Seaman,CAN,1:31:39
20 Kilometres Race Walk women,15th IAAF World Championships,14,Raquel González,ESP,1:32:00
20 Kilometres Race Walk women,15th IAAF World Championships,15,Viktória Madarász,HUN,1:32:01
20 Kilometres Race Walk women,15th IAAF World Championships,16,Paola Pérez,ECU,1:32:12
20 Kilometres Race Walk women,15th IAAF World Championships,17,Jingjing Nie,CHN,1:32:40
20 Kilometres Race Walk women,15th IAAF World Championships,18,Alana Barber,NZL,1:33:20  NR
20 Kilometres Race Walk women,15th IAAF World Championships,19,Sandra Lorena Arenas,COL,1:33:24
20 Kilometres Race Walk women,15th IAAF World Championships,20,Maria Michta-Coffey,USA,1:33:24
20 Kilometres Race Walk women,15th IAAF World Championships,21,Vera Santos,POR,1:34:01
20 Kilometres Race Walk women,15th IAAF World Championships,22,Wendy Cornejo,BOL,1:34:12  PB
20 Kilometres Race Walk women,15th IAAF World Championships,23,Inês Henriques,POR,1:34:47
20 Kilometres Race Walk women,15th IAAF World Championships,24,Claudia Stef,ROU,1:34:51
20 Kilometres Race Walk women,15th IAAF World Championships,25,Kumiko Okada,JPN,1:34:56
20 Kilometres Race Walk women,15th IAAF World Championships,26,Miranda Melville,USA,1:35:19
20 Kilometres Race Walk women,15th IAAF World Championships,27,Yeongeun Jeon,KOR,1:35:48
20 Kilometres Race Walk women,15th IAAF World Championships,28,Maritza Poncio,GUA,1:35:53
20 Kilometres Race Walk women,15th IAAF World Championships,29,Cisiane Lopes,BRA,1:36:06
20 Kilometres Race Walk women,15th IAAF World Championships,30,Mária Czaková,SVK,1:36:08
20 Kilometres Race Walk women,15th IAAF World Championships,31,Emilie Menuet,FRA,1:36:17
20 Kilometres Race Walk women,15th IAAF World Championships,32,Laura García-Caro,ESP,1:36:22
20 Kilometres Race Walk women,15th IAAF World Championships,33,Laura Polli,SUI,1:36:26  SB
20 Kilometres Race Walk women,15th IAAF World Championships,34,Rachel Tallent,AUS,1:36:27
20 Kilometres Race Walk women,15th IAAF World Championships,35,Jeong Eun Lee,KOR,1:36:52
20 Kilometres Race Walk women,15th IAAF World Championships,36,Lucie Pelantová,CZE,1:38:34
20 Kilometres Race Walk women,15th IAAF World Championships,37,Khushbir Kaur,IND,1:38:53
20 Kilometres Race Walk women,15th IAAF World Championships,38,Agnieszka Dygacz,POL,1:39:06
20 Kilometres Race Walk women,15th IAAF World Championships,39,Mayra Pérez,GUA,1:39:23
20 Kilometres Race Walk women,15th IAAF World Championships,40,Marie Polli,SUI,1:39:49
20 Kilometres Race Walk women,15th IAAF World Championships,41,Mária Gáliková,SVK,1:40:06
