event,event_name,position,athelete,country,mark
Long Jump men,1st IAAF World Championships in Athletics,1,Carl Lewis,USA,8.55
Long Jump men,1st IAAF World Championships in Athletics,2,Jason Grimes,USA,8.29
Long Jump men,1st IAAF World Championships in Athletics,3,Mike Conley,USA,8.12
Long Jump men,1st IAAF World Championships in Athletics,4,László Szalma,HUN,8.12
Long Jump men,1st IAAF World Championships in Athletics,5,Nenad Stekic,YUG,8.09
Long Jump men,1st IAAF World Championships in Athletics,6,Gary Honey,AUS,8.06
Long Jump men,1st IAAF World Championships in Athletics,7,Antonio Corgos,ESP,8.06
Long Jump men,1st IAAF World Championships in Athletics,8,Yusuf Alli,NGR,7.89
Long Jump men,1st IAAF World Championships in Athletics,9,Gheorge Cojocaru,ROU,7.88
Long Jump men,1st IAAF World Championships in Athletics,10,Jan Leitner,TCH,7.84
Long Jump men,1st IAAF World Championships in Athletics,11,Oganes Stepanyan,URS,7.74
Long Jump men,1st IAAF World Championships in Athletics,12,Atanas Atanasov,BUL,7.69
Long Jump men,1st IAAF World Championships in Athletics,13,Mu-Tsai Lee,TPE,7.57
