event,event_name,position,athelete,country,mark
Marathon women,IAAF World Championships London 2017,1,Rose Chelimo,BRN,2:27:11  SB
Marathon women,IAAF World Championships London 2017,2,Edna Ngeringwony Kiplagat,KEN,2:27:18  SB
Marathon women,IAAF World Championships London 2017,3,Amy Cragg,USA,2:27:18  SB
Marathon women,IAAF World Championships London 2017,4,Flomena Cheyech Daniel,KEN,2:27:21
Marathon women,IAAF World Championships London 2017,5,Shure Demise,ETH,2:27:58
Marathon women,IAAF World Championships London 2017,6,Eunice Jepkirui Kirwa,BRN,2:28:17
Marathon women,IAAF World Championships London 2017,7,Helah Jelagat Kiprop,KEN,2:28:19
Marathon women,IAAF World Championships London 2017,8,Mare Dibaba,ETH,2:28:49  SB
Marathon women,IAAF World Championships London 2017,9,Jessica Trengove,AUS,2:28:59
Marathon women,IAAF World Championships London 2017,10,Birhane Dibaba,ETH,2:29:01
Marathon women,IAAF World Championships London 2017,11,Serena Burla,USA,2:29:32
Marathon women,IAAF World Championships London 2017,12,Aselefech Mergia,ETH,2:29:43
Marathon women,IAAF World Championships London 2017,13,Charlotte Purdue,GBR,2:29:48
Marathon women,IAAF World Championships London 2017,14,Eva Vrabcová Nyvltová,CZE,2:29:56  PB
Marathon women,IAAF World Championships London 2017,15,Hye-Gyong Kim,PRK,2:30:29  SB
Marathon women,IAAF World Championships London 2017,16,Mao Kiyota,JPN,2:30:36
Marathon women,IAAF World Championships London 2017,17,Yuka Ando,JPN,2:31:31
Marathon women,IAAF World Championships London 2017,18,Alyson Dixon,GBR,2:31:36
Marathon women,IAAF World Championships London 2017,19,Helalia Johannes,NAM,2:32:01
Marathon women,IAAF World Championships London 2017,20,Sinead Diver,AUS,2:33:26
Marathon women,IAAF World Championships London 2017,21,Marta Esteban,ESP,2:33:37  SB
Marathon women,IAAF World Championships London 2017,22,Fate Tola,GER,2:33:39
Marathon women,IAAF World Championships London 2017,23,Izabela Trzaskalska,POL,2:35:03
Marathon women,IAAF World Championships London 2017,24,Milly Clark,AUS,2:35:27  SB
Marathon women,IAAF World Championships London 2017,25,Anne-Mari Hyryläinen,FIN,2:35:33
Marathon women,IAAF World Championships London 2017,26,Inés Melchor,PER,2:35:34
Marathon women,IAAF World Championships London 2017,27,Risa Shigetomo,JPN,2:36:03
Marathon women,IAAF World Championships London 2017,28,Filomena Costa,POR,2:36:42  SB
Marathon women,IAAF World Championships London 2017,29,Un Ok Jo,PRK,2:36:46
Marathon women,IAAF World Championships London 2017,30,Beata Naigambo,NAM,2:37:24  SB
Marathon women,IAAF World Championships London 2017,31,Ilona Marhele,LAT,2:37:40  PB
Marathon women,IAAF World Championships London 2017,32,Rosa Chacha,ECU,2:37:50
Marathon women,IAAF World Championships London 2017,33,Claire McCarthy,IRL,2:38:26  SB
Marathon women,IAAF World Championships London 2017,34,Kyunghee Lim,KOR,2:38:38
Marathon women,IAAF World Championships London 2017,35,Dagmara Handzlik,CYP,2:38:52  NR
Marathon women,IAAF World Championships London 2017,36,Katarzyna Kowalska,POL,2:39:39
Marathon women,IAAF World Championships London 2017,37,Lindsay Flanagan,USA,2:39:47  SB
Marathon women,IAAF World Championships London 2017,38,Seongeun Kim,KOR,2:39:52
Marathon women,IAAF World Championships London 2017,39,Katharina Heinig,GER,2:39:59  SB
Marathon women,IAAF World Championships London 2017,40,Mapaseka Makhanya,RSA,2:40:15  SB
Marathon women,IAAF World Championships London 2017,41,Lonah Chemtai Salpeter,ISR,2:40:22  SB
Marathon women,IAAF World Championships London 2017,42,Viktoriia Poliudina,KGZ,2:40:28  PB
Marathon women,IAAF World Championships London 2017,43,Tracy Barlow,GBR,2:41:03
Marathon women,IAAF World Championships London 2017,44,Darya Mykhaylova,UKR,2:41:29
Marathon women,IAAF World Championships London 2017,45,Vaida Žūsinaitė,LTU,2:41:44  SB
Marathon women,IAAF World Championships London 2017,46,Paula González,ESP,2:42:47
Marathon women,IAAF World Championships London 2017,47,Rutendo Joan Nyahora,ZIM,2:42:53  SB
Marathon women,IAAF World Championships London 2017,48,Tetyana Vernyhor,UKR,2:43:12
Marathon women,IAAF World Championships London 2017,49,Wilma Arizapana,PER,2:43:13
Marathon women,IAAF World Championships London 2017,50,Lavinia Haitope,NAM,2:44:02
Marathon women,IAAF World Championships London 2017,51,Tarah Korir,CAN,2:44:30
Marathon women,IAAF World Championships London 2017,52,Khishigsaikhan Galbadrakh,MGL,2:44:48
Marathon women,IAAF World Championships London 2017,53,Anita Kažemaka,LAT,2:44:49  SB
Marathon women,IAAF World Championships London 2017,54,Kyungsun Choi,KOR,2:45:46
Marathon women,IAAF World Championships London 2017,55,Dailín Belmonte,CUB,2:46:15  SB
Marathon women,IAAF World Championships London 2017,56,Sara Ramadhani,TAN,2:46:23
Marathon women,IAAF World Championships London 2017,57,Bojana Bjeljac,CRO,2:46:46
Marathon women,IAAF World Championships London 2017,58,Munkhzaya Bayartsogt,MGL,2:46:59
Marathon women,IAAF World Championships London 2017,59,Jenna Leigh Challenor,RSA,2:47:22  SB
Marathon women,IAAF World Championships London 2017,60,Lisa Ring,SWE,2:48:39
Marathon women,IAAF World Championships London 2017,61,Carmen Toaquiza,ECU,2:48:45
Marathon women,IAAF World Championships London 2017,62,Rosa Godoy,ARG,2:49:30  SB
Marathon women,IAAF World Championships London 2017,63,Maor Tiyouri,ISR,2:49:45  SB
Marathon women,IAAF World Championships London 2017,64,Monika Athare,IND,2:49:54
Marathon women,IAAF World Championships London 2017,65,Qinghong Liu,CHN,2:52:21  SB
Marathon women,IAAF World Championships London 2017,66,Iuliia Andreeva,KGZ,2:53:17  SB
Marathon women,IAAF World Championships London 2017,67,Liliana Maria Dragomir,ROU,2:53:30
Marathon women,IAAF World Championships London 2017,68,Mayada Al Sayad,PLE,2:54:58  SB
Marathon women,IAAF World Championships London 2017,69,Matea Matosević,CRO,2:55:06  SB
Marathon women,IAAF World Championships London 2017,70,Dayna Pidhoresky,CAN,2:56:15
Marathon women,IAAF World Championships London 2017,71,Gloria Priviletzio,GRE,2:57:06
Marathon women,IAAF World Championships London 2017,72,Angela Brito,ECU,2:58:21
Marathon women,IAAF World Championships London 2017,73,Yelena Nanaziashvili,KAZ,2:58:32
Marathon women,IAAF World Championships London 2017,74,Fortunate Chidzivo,ZIM,2:58:51  SB
Marathon women,IAAF World Championships London 2017,75,Teodora Simovic,SRB,2:59:01
Marathon women,IAAF World Championships London 2017,76,Nikolina Stepan,CRO,2:59:43
Marathon women,IAAF World Championships London 2017,77,Maria Grazzia Bianchi,VEN,3:04:11
Marathon women,IAAF World Championships London 2017,78,Marisa Casanueva,ESP,3:05:03
