event,event_name,position,athelete,country,mark
Javelin Throw women,14th IAAF World Championships,1,Christina OBERGFÖLL,GER,69.05
Javelin Throw women,14th IAAF World Championships,2,Kimberley MICKLE,AUS,66.60
Javelin Throw women,14th IAAF World Championships,3,Mariya ABAKUMOVA,RUS,65.09
Javelin Throw women,14th IAAF World Championships,4,Linda STAHL,GER,64.78
Javelin Throw women,14th IAAF World Championships,5,Kathryn MITCHELL,AUS,63.77
Javelin Throw women,14th IAAF World Championships,6,Sunette VILJOEN,RSA,63.58
Javelin Throw women,14th IAAF World Championships,7,Viktoriya Sudarušhkina,RUS,62.21
Javelin Throw women,14th IAAF World Championships,8,Lingwei Li,CHN,61.30
Javelin Throw women,14th IAAF World Championships,9,Tatjana MIRKOVIĆ,SRB,60.81
Javelin Throw women,14th IAAF World Championships,10,Sofi Flink,SWE,59.52
Javelin Throw women,14th IAAF World Championships,11,Vera Markaryan,UKR,58.33
Javelin Throw women,14th IAAF World Championships,12,Nadeeka Lakmali Babaranda Liyanage,SRI,58.16
