event,event_name,position,athelete,country,mark
Hammer Throw women,7th IAAF World Championships in Athletics,1,Mihaela Melinte,ROU,75.20
Hammer Throw women,7th IAAF World Championships in Athletics,2,Olga Kuzenkova,RUS,72.56
Hammer Throw women,7th IAAF World Championships in Athletics,3,Lisa Misipeka,ASA,66.06
Hammer Throw women,7th IAAF World Championships in Athletics,4,Katalin Divós,HUN,65.86
Hammer Throw women,7th IAAF World Championships in Athletics,5,Deborah Sosimenko,AUS,65.52
Hammer Throw women,7th IAAF World Championships in Athletics,6,Lyudmila Gubkina,BLR,65.44
Hammer Throw women,7th IAAF World Championships in Athletics,7,Simone Mathes,GER,64.93
Hammer Throw women,7th IAAF World Championships in Athletics,8,Kirsten Klose,GER,64.03
Hammer Throw women,7th IAAF World Championships in Athletics,9,Sviatlana Sudak-Torun,BLR,63.99
Hammer Throw women,7th IAAF World Championships in Athletics,10,Dawn Ellerbe,USA,63.55
Hammer Throw women,7th IAAF World Championships in Athletics,11,Tatyana Konstantinova,RUS,62.52
Hammer Throw women,7th IAAF World Championships in Athletics,12,Manuela Montebrun,FRA,62.44
Hammer Throw women,7th IAAF World Championships in Athletics,13,Cécile Lignot-Maubert,FRA,62.14
Hammer Throw women,7th IAAF World Championships in Athletics,14,Lorraine Shaw,GBR,62.09
Hammer Throw women,7th IAAF World Championships in Athletics,15,Manuela Priemer,GER,61.99
Hammer Throw women,7th IAAF World Championships in Athletics,16,Florence Ezeh,FRA,60.74
Hammer Throw women,7th IAAF World Championships in Athletics,17,Amy Palmer,USA,59.80
Hammer Throw women,7th IAAF World Championships in Athletics,18,Yipsi Moreno,CUB,58.68
Hammer Throw women,7th IAAF World Championships in Athletics,19,María Dolores Pedrares,ESP,57.66
Hammer Throw women,7th IAAF World Championships in Athletics,20,Aneliya Kumanova,BUL,53.20
Hammer Throw women,7th IAAF World Championships in Athletics,21,Kamila Skolimowska,POL,50.38
