event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,1,Wilson Boit Kipketer,KEN,8:05.84
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,2,Moses Kiptanui,KEN,8:06.04
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,3,Bernard Barmasai,KEN,8:06.04
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,4,Saad Shaddad Al-Asmari,KSA,8:13.87
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,5,Hicham Bouaouiche,MAR,8:14.04
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,6,Mark Croghan,USA,8:14.09
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,7,Jim Svenøy,NOR,8:14.80   NR
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,8,Angelo Carosi,ITA,8:16.01   SB
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,9,Mark Ostendarp,GER,8:18.49   PB
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,10,Brahim Boulami,MAR,8:23.34
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,11,Elarbi Khattabi,MAR,8:29.43
3000 Metres Steeplechase men,6th IAAF World Championships In Athletics,12,Florin Ionescu,ROU,8:39.67
