event,event_name,position,athelete,country,mark
High Jump men,11th IAAF World Championships in Athletics,1,Donald Thomas,BAH,2.35
High Jump men,11th IAAF World Championships in Athletics,2,Yaroslav Rybakov,RUS,2.35
High Jump men,11th IAAF World Championships in Athletics,3,Kyriakos Ioannou,CYP,2.35
High Jump men,11th IAAF World Championships in Athletics,4,Stefan Holm,SWE,2.33
High Jump men,11th IAAF World Championships in Athletics,5,Tomáš Janku,CZE,2.30
High Jump men,11th IAAF World Championships in Athletics,5,Víctor Moya,CUB,2.30
High Jump men,11th IAAF World Championships in Athletics,7,Eike Onnen,GER,2.26
High Jump men,11th IAAF World Championships in Athletics,8,Jaroslav Bába,CZE,2.26
High Jump men,11th IAAF World Championships in Athletics,9,Kabelo Kgosiemang,BOT,2.26
High Jump men,11th IAAF World Championships in Athletics,10,Tom Parsons,GBR,2.26
High Jump men,11th IAAF World Championships in Athletics,11,Michal Bieniek,POL,2.21
High Jump men,11th IAAF World Championships in Athletics,11,Andrey Silnov,RUS,2.21
High Jump men,11th IAAF World Championships in Athletics,13,Jessé de Lima,BRA,2.21
High Jump men,11th IAAF World Championships in Athletics,14,Martyn Bernard,GBR,2.21
High Jump men,11th IAAF World Championships in Athletics,15,Linus Thörnblad,SWE,2.16
