event,event_name,position,athelete,country,mark
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",1,Tajay Gayle,JAM,8.69
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",2,Jeff Henderson,USA,8.39
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",3,Juan Miguel Echevarría,CUB,8.34
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",4,Luvo Manyonga,RSA,8.28
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",5,Ruswahl Samaai,RSA,8.23
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",6,Jianan Wang,CHN,8.20
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",7,Eusebio Cáceres,ESP,8.01
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",8,Yuki Hashioka,JPN,7.97
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",9,Thobias Montler,SWE,7.96
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",10,Miltiadis Tentoglou,GRE,7.79
Long Jump men,"IAAF World Athletics Championships, DOHA 2019",11,Shoutarou Shiroyama,JPN,7.77
