event,event_name,position,athelete,country,mark
Discus Throw men,10th IAAF World Championships in Athletics,1,Virgilijus Alekna,LTU,70.17
Discus Throw men,10th IAAF World Championships in Athletics,2,Gerd Kanter,EST,68.57
Discus Throw men,10th IAAF World Championships in Athletics,3,Michael Möllenbeck,GER,65.95
Discus Throw men,10th IAAF World Championships in Athletics,4,Aleksander Tammert,EST,64.84
Discus Throw men,10th IAAF World Championships in Athletics,5,Ian Waltz,USA,64.27
Discus Throw men,10th IAAF World Championships in Athletics,6,Frantz KRUGER,RSA,64.23
Discus Throw men,10th IAAF World Championships in Athletics,7,Jarred Rome,USA,64.22
Discus Throw men,10th IAAF World Championships in Athletics,8,Jason Tunks,CAN,63.77
Discus Throw men,10th IAAF World Championships in Athletics,9,Lars Riedel,GER,63.05
Discus Throw men,10th IAAF World Championships in Athletics,10,Zoltán Kövágó,HUN,62.94
Discus Throw men,10th IAAF World Championships in Athletics,11,Mario Pestano,ESP,62.75
Discus Throw men,10th IAAF World Championships in Athletics,12,Andrzej Krawczyk,POL,62.71
