event,event_name,position,athelete,country,mark
1500 Metres men,2nd IAAF World Championships in Athletics,1,Abdi Bile,SOM,3:36.80
1500 Metres men,2nd IAAF World Championships in Athletics,2,José Luís Gonzalez,ESP,3:38.03
1500 Metres men,2nd IAAF World Championships in Athletics,3,Jim Spivey,USA,3:38.82
1500 Metres men,2nd IAAF World Championships in Athletics,4,Joseph  Chesire,KEN,3:39.36
1500 Metres men,2nd IAAF World Championships in Athletics,5,Omer Khalifa,SUD,3:39.81
1500 Metres men,2nd IAAF World Championships in Athletics,6,Jens-Peter Herold,GDR,3:40.14
1500 Metres men,2nd IAAF World Championships in Athletics,7,Michael Hillardt,AUS,3:40.23
1500 Metres men,2nd IAAF World Championships in Athletics,8,Steve Cram,GBR,3:41.19
1500 Metres men,2nd IAAF World Championships in Athletics,9,Han Kulker,NED,3:42.16
1500 Metres men,2nd IAAF World Championships in Athletics,10,Rémy Geoffroy,FRA,3:43.03
1500 Metres men,2nd IAAF World Championships in Athletics,11,Kipkoech Cheruiyot,KEN,3:44.54
1500 Metres men,2nd IAAF World Championships in Athletics,12,Steve Scott,USA,3:45.92
