event,event_name,position,athelete,country,mark
Long Jump women,5th IAAF World Championships in Athletics,1,Fiona May,ITA,6.98
Long Jump women,5th IAAF World Championships in Athletics,2,Niurka Montalvo,CUB,6.86
Long Jump women,5th IAAF World Championships in Athletics,3,Irina Mushailova,RUS,6.83
Long Jump women,5th IAAF World Championships in Athletics,4,Olga Rublyova,RUS,6.78
Long Jump women,5th IAAF World Championships in Athletics,5,Valentina Uccheddu,ITA,6.76
Long Jump women,5th IAAF World Championships in Athletics,6,Jackie Joyner-Kersee,USA,6.74
Long Jump women,5th IAAF World Championships in Athletics,7,Agata Karczmarek,POL,6.71
Long Jump women,5th IAAF World Championships in Athletics,8,Viktoriya Vershynina,UKR,6.66
Long Jump women,5th IAAF World Championships in Athletics,9,Heike Drechsler,GER,6.64
Long Jump women,5th IAAF World Championships in Athletics,10,Inessa Kravets,UKR,6.57
Long Jump women,5th IAAF World Championships in Athletics,11,Olena Khlopotnova,UKR,6.53
Long Jump women,5th IAAF World Championships in Athletics,12,Chantal Brunner,NZL,6.43
