event,event_name,position,athelete,country,mark
Shot Put men,5th IAAF World Championships in Athletics,1,John Godina,USA,21.47
Shot Put men,5th IAAF World Championships in Athletics,2,Mika Halvari,FIN,20.93
Shot Put men,5th IAAF World Championships in Athletics,3,Randy Barnes,USA,20.41
Shot Put men,5th IAAF World Championships in Athletics,4,Oleksandr Bagach,UKR,20.38
Shot Put men,5th IAAF World Championships in Athletics,5,Brent Noon,USA,20.13
Shot Put men,5th IAAF World Championships in Athletics,6,Oliver-Sven Buder,GER,20.11
Shot Put men,5th IAAF World Championships in Athletics,7,Roman Virastyuk,UKR,19.66
Shot Put men,5th IAAF World Championships in Athletics,8,Dzmitry Hancharuk,BLR,19.38
Shot Put men,5th IAAF World Championships in Athletics,9,Paolo Dal Soglio,ITA,19.38
Shot Put men,5th IAAF World Championships in Athletics,10,Markus Koistinen,FIN,19.34
Shot Put men,5th IAAF World Championships in Athletics,11,Bilal Saad Mubarak,QAT,18.56
Shot Put men,5th IAAF World Championships in Athletics,12,Oleksandr Klymenko,UKR,18.26
