event,event_name,position,athelete,country,mark
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,1,Jefferson Pérez,ECU,1:22:20
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,2,Francisco Javier Fernández,ESP,1:22:40
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,3,Hatem Ghoula,TUN,1:22:40
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,4,Eder Sánchez,MEX,1:23:36
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,5,Giorgio Rubino,ITA,1:23:39
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,6,Robert Heffernan,IRL,1:23:42
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,7,Luke Adams,AUS,1:23:52
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,8,Erik Tysse,NOR,1:24:10
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,9,Ilya Markov,RUS,1:24:35
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,9,Alex Schwazer,ITA,1:24:39  SB
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,11,Koichiro Morioka,JPN,1:24:46
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,12,Rolando Saquipay,ECU,1:25:03
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,13,Gaobo Li,CHN,1:25:30
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,14,Matej Tóth,SVK,1:25:57
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,15,Chilsung Park,KOR,1:26:08
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,16,Juan Manuel Molina,ESP,1:26:26
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,17,Benjamin Kuciński,POL,1:26:43
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,18,Andriy Kovenko,UKR,1:26:44
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,19,Akihiro Sugimoto,JPN,1:26:45
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,20,Hyunsub Kim,KOR,1:26:51
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,21,Takayuki Tanii,JPN,1:26:53
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,22,Luis Fernando López,COL,1:27:22
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,23,Benjamín Sánchez,ESP,1:27:29
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,24,Hassanine Sebei,TUN,1:27:35
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,25,João Vieira,POR,1:27:44
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,26,Rafał Augustyn,POL,1:27:54
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,27,Ivan Trotski,BLR,1:27:56
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,28,Kevin Eastler,USA,1:28:29
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,29,Yucheng Han,CHN,1:31:58
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,30,Jimin Dong,CHN,1:32:03
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,31,Tim Seaman,USA,1:33:58
20 Kilometres Race Walk men,11th IAAF World Championships in Athletics,32,Predrag Filipović,SRB,1:35:51
