event,event_name,position,athelete,country,mark
Shot Put men,13th IAAF World Championships in Athletics,1,David Storl,GER,21.78
Shot Put men,13th IAAF World Championships in Athletics,2,Dylan Armstrong,CAN,21.64
Shot Put men,13th IAAF World Championships in Athletics,3,Christian Cantwell,USA,21.36
Shot Put men,13th IAAF World Championships in Athletics,4,Reese Hoffa,USA,20.99
Shot Put men,13th IAAF World Championships in Athletics,5,Marco Fortes,POR,20.83
Shot Put men,13th IAAF World Championships in Athletics,6,Ryan Whiting,USA,20.75
Shot Put men,13th IAAF World Championships in Athletics,7,Adam Nelson,USA,20.29
Shot Put men,13th IAAF World Championships in Athletics,8,Tomasz Majewski,POL,20.18
Shot Put men,13th IAAF World Championships in Athletics,9,Ralf Bartels,GER,20.14
Shot Put men,13th IAAF World Championships in Athletics,10,Asmir Kolašinac,SRB,19.84
Shot Put men,13th IAAF World Championships in Athletics,11,Carlos Véliz,CUB,19.70
