event,event_name,position,athelete,country,mark
Pole Vault women,12th IAAF World Championships in Athletics,1,Anna Rogowska,POL,4.75
Pole Vault women,12th IAAF World Championships in Athletics,2,Chelsea Johnson,USA,4.65
Pole Vault women,12th IAAF World Championships in Athletics,2,Monika Pyrek,POL,4.65
Pole Vault women,12th IAAF World Championships in Athletics,4,Silke Spiegelburg,GER,4.65
Pole Vault women,12th IAAF World Championships in Athletics,5,Fabiana Murer,BRA,4.55
Pole Vault women,12th IAAF World Championships in Athletics,6,Kate Dennison,GBR,4.55
Pole Vault women,12th IAAF World Championships in Athletics,7,Anna Battke,GER,4.40
Pole Vault women,12th IAAF World Championships in Athletics,7,Tatyana Polnova,RUS,4.40
Pole Vault women,12th IAAF World Championships in Athletics,9,Aleksandra Kiryashova,RUS,4.40
Pole Vault women,12th IAAF World Championships in Athletics,10,Kristina Gadschiew,GER,4.40
