event,event_name,position,athelete,country,mark
Marathon women,1st IAAF World Championships in Athletics,1,Grete Waitz,NOR,2:28:09
Marathon women,1st IAAF World Championships in Athletics,2,Marianne Dickerson,USA,2:31:09
Marathon women,1st IAAF World Championships in Athletics,3,Raisa Katyukova-Smekhnova,URS,2:31:13
Marathon women,1st IAAF World Championships in Athletics,4,Rosa Mota,POR,2:31:50
Marathon women,1st IAAF World Championships in Athletics,5,Jacqueline Gareau,CAN,2:32:35
Marathon women,1st IAAF World Championships in Athletics,6,Laura Fogli,ITA,2:33:31
Marathon women,1st IAAF World Championships in Athletics,7,Regina Joyce,IRL,2:33:52
Marathon women,1st IAAF World Championships in Athletics,8,Tuija Toivonen-Jousimaa,FIN,2:34:14
Marathon women,1st IAAF World Championships in Athletics,9,Joyce Smith,GBR,2:34:27
Marathon women,1st IAAF World Championships in Athletics,10,Lyutsia Belyayeva,URS,2:34:44
Marathon women,1st IAAF World Championships in Athletics,11,Rita Marchisio,ITA,2:35:08
Marathon women,1st IAAF World Championships in Athletics,12,Debbie Eide,USA,2:36:17
Marathon women,1st IAAF World Championships in Athletics,13,Carey May-Edge,IRL,2:36:28
Marathon women,1st IAAF World Championships in Athletics,14,Glenys Quick,NZL,2:37:14
Marathon women,1st IAAF World Championships in Athletics,15,Monika LÖVENICH,FRG,2:39:19
Marathon women,1st IAAF World Championships in Athletics,16,Marja Vartiainen,FIN,2:39:22
Marathon women,1st IAAF World Championships in Athletics,17,Carla Beurskens,NED,2:39:25
Marathon women,1st IAAF World Championships in Athletics,18,Karolina Szabó,HUN,2:40:23
Marathon women,1st IAAF World Championships in Athletics,19,Christa VAHLENSIECK,FRG,2:40:43
Marathon women,1st IAAF World Championships in Athletics,20,Magda Ilands,BEL,2:40:52
Marathon women,1st IAAF World Championships in Athletics,21,Cindy Hamilton,CAN,2:41:27
Marathon women,1st IAAF World Championships in Athletics,22,Kath Binns,GBR,2:42:12
Marathon women,1st IAAF World Championships in Athletics,23,Zoya Ivanova,URS,2:43:27
Marathon women,1st IAAF World Championships in Athletics,24,Ngaire Drake,NZL,2:43:51
Marathon women,1st IAAF World Championships in Athletics,25,Jill Colwell,AUS,2:45:07
Marathon women,1st IAAF World Championships in Athletics,26,Jackie Turney,AUS,2:45:43
Marathon women,1st IAAF World Championships in Athletics,27,Sinikka Kiippa,FIN,2:46:10
Marathon women,1st IAAF World Championships in Athletics,28,Dorothy Goertzen,CAN,2:46:38
Marathon women,1st IAAF World Championships in Athletics,29,Kersti Jacobsen,DEN,2:46:48
Marathon women,1st IAAF World Championships in Athletics,30,Ilona Zsilak,HUN,2:46:48
Marathon women,1st IAAF World Championships in Athletics,31,Mieko Tajima,JPN,2:47:10
Marathon women,1st IAAF World Championships in Athletics,32,Tuulikki Räisänen,SWE,2:47:29
Marathon women,1st IAAF World Championships in Athletics,33,Jarmila Urbanova,TCH,2:48:28
Marathon women,1st IAAF World Championships in Athletics,34,Mary O'Connor,NZL,2:48:44
Marathon women,1st IAAF World Championships in Athletics,35,Yuko Gordon,HKG,2:48:51
Marathon women,1st IAAF World Championships in Athletics,36,Zehava Shmueli,ISR,2:49:07
Marathon women,1st IAAF World Championships in Athletics,37,Mette Holm-Hansen,DEN,2:49:43
Marathon women,1st IAAF World Championships in Athletics,38,Lone Dybdahl,DEN,2:49:43
Marathon women,1st IAAF World Championships in Athletics,39,Megan Sloane,AUS,2:51:11
Marathon women,1st IAAF World Championships in Athletics,40,Elizabeth Oberli-Schuh,VEN,2:51:30
Marathon women,1st IAAF World Championships in Athletics,41,Evy Palm,SWE,2:51:49
Marathon women,1st IAAF World Championships in Athletics,42,Heidi Jacobsen,NOR,2:52:51
Marathon women,1st IAAF World Championships in Athletics,43,Midde Hamrin,SWE,2:52:53
Marathon women,1st IAAF World Championships in Athletics,44,Deirdre Foreman-Nagle,IRL,2:53:07
Marathon women,1st IAAF World Championships in Athletics,45,Icíar Martínez,ESP,2:53:24
Marathon women,1st IAAF World Championships in Athletics,46,Rita Borralho,POR,2:53:41
Marathon women,1st IAAF World Championships in Athletics,47,Oddrun Hovsengen,NOR,2:54:04
Marathon women,1st IAAF World Championships in Athletics,48,Maria Luisa Ronquillo,MEX,2:56:33
Marathon women,1st IAAF World Championships in Athletics,49,Rumiko Kaneko,JPN,2:58:53
Marathon women,1st IAAF World Championships in Athletics,50,Yong-Hi Son,PRK,2:59:10
Marathon women,1st IAAF World Championships in Athletics,51,Myong-Suk Kim,PRK,3:12:41
