event,event_name,position,athelete,country,mark
Triple Jump men,3rd IAAF World Championships in Athletics,1,Kenny Harrison,USA,17.78
Triple Jump men,3rd IAAF World Championships in Athletics,2,Leonid Voloshin,URS,17.75
Triple Jump men,3rd IAAF World Championships in Athletics,3,Mike Conley,USA,17.62
Triple Jump men,3rd IAAF World Championships in Athletics,4,Vasiliy Sokov,URS,17.28
Triple Jump men,3rd IAAF World Championships in Athletics,5,Tord Henriksson,SWE,17.12
Triple Jump men,3rd IAAF World Championships in Athletics,6,Brian Wellman,BER,16.98
Triple Jump men,3rd IAAF World Championships in Athletics,7,Yoelbi Quesada,CUB,16.94
Triple Jump men,3rd IAAF World Championships in Athletics,8,Georges Sainte-Rose,FRA,16.92
Triple Jump men,3rd IAAF World Championships in Athletics,9,Ralf Jaros,GER,16.76
Triple Jump men,3rd IAAF World Championships in Athletics,10,Oleg Denishchik,URS,16.61
Triple Jump men,3rd IAAF World Championships in Athletics,11,Norifumi Yamashita,JPN,16.26
Triple Jump men,3rd IAAF World Championships in Athletics,12,Andrzej Grabarczyk,POL,16.23
