event,event_name,position,athelete,country,mark
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,1,Luis Fernando López,COL,1:20:38  SB
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,2,Zhen Wang,CHN,1:20:54
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,3,Hyunsub Kim,KOR,1:21:17
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,4,Yusuke Suzuki,JPN,1:21:39
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,5,Alex Schwazer,ITA,1:21:50  SB
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,6,Érick Bernabé Barrondo,GUA,1:22:08
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,7,Yafei Chu,CHN,1:22:10
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,8,Hao Wang,CHN,1:22:49
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,9,Matej Tóth,SVK,1:22:55
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,10,Eder Sánchez,MEX,1:23:05
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,11,João Vieira,POR,1:23:26
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,12,Miguel Ángel López,ESP,1:23:41
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,13,Anton Kučmín,SVK,1:23:57
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,14,James Rendón,COL,1:24:08  SB
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,15,Horació Nava,MEX,1:24:15
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,16,Christopher Linke,GER,1:24:17
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,17,Caio Bonfim,BRA,1:24:29
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,18,Trevor Barron,USA,1:24:33
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,19,Rafał Augustyn,POL,1:24:47
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,20,Young-joon Byun,KOR,1:24:48
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,21,Hassanine Sebei,TUN,1:25:17
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,22,Jared Tallent,AUS,1:25:25
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,23,Nazar Kovalenko,UKR,1:25:50
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,24,Gurmeet Singh,IND,1:26:34
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,25,Babubhai Kesharabhai  Panucha,IND,1:26:53
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,26,David Kimutai,KEN,1:27:20  SB
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,27,Yerko Araya,CHI,1:27:47
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,28,Hédi Teraoui,TUN,1:29:48
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,29,Diego Flores Hinojosa,MEX,1:30:00
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,30,Juan Manuel Cano,ARG,1:30:00
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,31,Emerson Hernandez,ESA,1:30:48  SB
20 Kilometres Race Walk men,13th IAAF World Championships in Athletics,32,Ronal Quispe,BOL,1:32:09  PB
