event,event_name,position,athelete,country,mark
Shot Put women,8th IAAF World Championships,1,Yanina Pravalinskay-Karolchyk,BLR,20.61
Shot Put women,8th IAAF World Championships,2,Nadine Kleinert,GER,19.86
Shot Put women,8th IAAF World Championships,3,Vita Pavlysh,UKR,19.41
Shot Put women,8th IAAF World Championships,4,Larisa Peleshenko,RUS,19.37
Shot Put women,8th IAAF World Championships,5,Irina Korzhanenko,RUS,19.35
Shot Put women,8th IAAF World Championships,6,Astrid Kumbernuss,GER,19.25
Shot Put women,8th IAAF World Championships,7,Nadzeya Ostapchuk,BLR,18.98
Shot Put women,8th IAAF World Championships,8,Yumileidi Cumbá,CUB,18.73
Shot Put women,8th IAAF World Championships,9,Svetlana Krivelyova,RUS,18.70
Shot Put women,8th IAAF World Championships,10,Krystyna Zabawska,POL,18.50
Shot Put women,8th IAAF World Championships,11,Elisângela Adriano,BRA,18.06
Shot Put women,8th IAAF World Championships,12,Lieja Koeman-Tunks,NED,17.89
