event,event_name,position,athelete,country,mark
Discus Throw men,"World Athletics Championships, Oregon 2022",1,Kristjan ČEH,SLO,71.13
Discus Throw men,"World Athletics Championships, Oregon 2022",2,Mykolas ALEKNA,LTU,69.27
Discus Throw men,"World Athletics Championships, Oregon 2022",3,Andrius GUDŽIUS,LTU,67.55
Discus Throw men,"World Athletics Championships, Oregon 2022",4,Daniel STÅHL,SWE,67.10
Discus Throw men,"World Athletics Championships, Oregon 2022",5,Simon PETTERSSON,SWE,67.00
Discus Throw men,"World Athletics Championships, Oregon 2022",6,Matthew DENNY,AUS,66.47
Discus Throw men,"World Athletics Championships, Oregon 2022",7,Alin Alexandru FIRFIRICA,ROU,65.57
Discus Throw men,"World Athletics Championships, Oregon 2022",8,Alex ROSE,SAM,65.57
Discus Throw men,"World Athletics Championships, Oregon 2022",9,Fedrick DACRES,JAM,64.85
Discus Throw men,"World Athletics Championships, Oregon 2022",10,Lukas WEIßHAIDINGER,AUT,63.98
Discus Throw men,"World Athletics Championships, Oregon 2022",11,Sam MATTIS,USA,63.19
Discus Throw men,"World Athletics Championships, Oregon 2022",12,Traves SMIKLE,JAM,62.23
