event,event_name,position,athelete,country,mark
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,1,Habiba Ghribi,TUN,9:11.97  NR
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,2,Milcah Chemos Cheywa,KEN,9:17.16
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,3,Mercy Wanjiku Njoroge,KEN,9:17.88
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,4,Lydia Chebet Rotich,KEN,9:25.74
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,5,Sofia Assefa,ETH,9:28.24
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,7,Gesa Felicitas Krause,GER,9:32.74  PB
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,8,Birtukan Fente,ETH,9:36.81
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,9,Emma Coburn,USA,9:51.40
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,10,Barbara Parker,GBR,9:56.66
3000 Metres Steeplechase women,13th IAAF World Championships in Athletics,11,Birtukan Adamu,ETH,10:05.10
