event,event_name,position,athelete,country,mark
High Jump men,6th IAAF World Championships In Athletics,1,Javier Sotomayor,CUB,2.37
High Jump men,6th IAAF World Championships In Athletics,2,Artur Partyka,POL,2.35
High Jump men,6th IAAF World Championships In Athletics,3,Tim Forsyth,AUS,2.35
High Jump men,6th IAAF World Championships In Athletics,4,Steinar Hoen,NOR,2.32
High Jump men,6th IAAF World Championships In Athletics,4,Dalton Grant,GBR,2.32
High Jump men,6th IAAF World Championships In Athletics,6,Lábros Papakóstas,GRE,2.32
High Jump men,6th IAAF World Championships In Athletics,7,Konstantin Matusevich,ISR,2.29
High Jump men,6th IAAF World Championships In Athletics,8,Jin-taek Lee,KOR,2.29
High Jump men,6th IAAF World Championships In Athletics,9,Martin Buss,GER,2.29
High Jump men,6th IAAF World Championships In Athletics,10,Gilmar Mayo,COL,2.29
High Jump men,6th IAAF World Championships In Athletics,11,Sergey Klyugin,RUS,2.29
High Jump men,6th IAAF World Championships In Athletics,12,Jan Janku,CZE,2.25
