event,event_name,position,athelete,country,mark
Shot Put women,5th IAAF World Championships in Athletics,1,Astrid Kumbernuss,GER,21.22
Shot Put women,5th IAAF World Championships in Athletics,2,Zhihong Huang,CHN,20.04
Shot Put women,5th IAAF World Championships in Athletics,3,Svetla Mitkova-Sinirtas,BUL,19.56
Shot Put women,5th IAAF World Championships in Athletics,4,Kathrin Neimke,GER,19.30
Shot Put women,5th IAAF World Championships in Athletics,5,Xinmei Sui,CHN,19.09
Shot Put women,5th IAAF World Championships in Athletics,6,Liuhong Zhang,CHN,19.07
Shot Put women,5th IAAF World Championships in Athletics,7,Ramona Pagel,USA,18.81
Shot Put women,5th IAAF World Championships in Athletics,8,Stephanie Storp,GER,18.81
Shot Put women,5th IAAF World Championships in Athletics,9,Connie Price-Smith,USA,18.72
Shot Put women,5th IAAF World Championships in Athletics,10,Valentina Fedyushina,UKR,18.03
Shot Put women,5th IAAF World Championships in Athletics,11,Vita Pavlysh,UKR,17.97
Shot Put women,5th IAAF World Championships in Athletics,12,Irina Korzhanenko,RUS,17.88
