event,event_name,position,athelete,country,mark
Marathon women,4th IAAF World Championships in Athletics,1,Junko Asari,JPN,2:30:03
Marathon women,4th IAAF World Championships in Athletics,2,Maria Manuela Machado,POR,2:30:54
Marathon women,4th IAAF World Championships in Athletics,3,Tomoe Abe,JPN,2:31:01
Marathon women,4th IAAF World Championships in Athletics,4,Ramilya Burangulova,RUS,2:33:03
Marathon women,4th IAAF World Championships in Athletics,5,Madina Biktagirova,BLR,2:34:36
Marathon women,4th IAAF World Championships in Athletics,6,Katrin Dörre-Heinig,GER,2:35:20
Marathon women,4th IAAF World Championships in Athletics,7,Frith Van Der Merwe,RSA,2:35:56
Marathon women,4th IAAF World Championships in Athletics,8,Kim Jones,USA,2:36:33
Marathon women,4th IAAF World Championships in Athletics,9,Kamila Gradus,POL,2:36:48
Marathon women,4th IAAF World Championships in Athletics,10,Firaya Sultanova-Zhdanova,RUS,2:37:59
Marathon women,4th IAAF World Championships in Athletics,11,Akemi Matsuno,JPN,2:38:04
Marathon women,4th IAAF World Championships in Athletics,12,Maria Rebelo-Lelut,FRA,2:38:33
Marathon women,4th IAAF World Championships in Athletics,13,Anna Rybicka,POL,2:39:44
Marathon women,4th IAAF World Championships in Athletics,14,Marian Sutton,GBR,2:39:45
Marathon women,4th IAAF World Championships in Athletics,15,Judit Földing-Nagy,HUN,2:41:06
Marathon women,4th IAAF World Championships in Athletics,16,Karen MacLeod,GBR,2:41:46
Marathon women,4th IAAF World Championships in Athletics,17,Ana Isabel Alonso,ESP,2:42:53
Marathon women,4th IAAF World Championships in Athletics,18,Ritva Lemettinen-Melender,FIN,2:45:05
Marathon women,4th IAAF World Championships in Athletics,19,Jane Welzel,USA,2:46:08
Marathon women,4th IAAF World Championships in Athletics,20,Helena Javornik,SLO,2:51:06
Marathon women,4th IAAF World Championships in Athletics,21,Emperatriz Wilson,CUB,2:54:11
Marathon women,4th IAAF World Championships in Athletics,22,Tzu-Ning Su,TPE,2:58:37
Marathon women,4th IAAF World Championships in Athletics,23,Winnie Ng,HKG,2:58:41
