event,event_name,position,athelete,country,mark
Long Jump men,3rd IAAF World Championships in Athletics,1,Mike Powell,USA,8.95
Long Jump men,3rd IAAF World Championships in Athletics,2,Carl Lewis,USA,8.91
Long Jump men,3rd IAAF World Championships in Athletics,3,Larry Myricks,USA,8.42
Long Jump men,3rd IAAF World Championships in Athletics,4,Dietmar Haaf,GER,8.22
Long Jump men,3rd IAAF World Championships in Athletics,5,Bogdan Tudor,ROU,8.06
Long Jump men,3rd IAAF World Championships in Athletics,6,David Culbert,AUS,8.02
Long Jump men,3rd IAAF World Championships in Athletics,7,Giovanni Evangelisti,ITA,8.01
Long Jump men,3rd IAAF World Championships in Athletics,8,Vladimir Ochkan,URS,7.99
Long Jump men,3rd IAAF World Championships in Athletics,9,Jaime Jefferson,CUB,7.94
Long Jump men,3rd IAAF World Championships in Athletics,10,Andre Müller,GER,7.94
Long Jump men,3rd IAAF World Championships in Athletics,11,Zunrong Chen,CHN,7.92
Long Jump men,3rd IAAF World Championships in Athletics,12,Konstadínos Koukodímos,GRE,7.92
Long Jump men,3rd IAAF World Championships in Athletics,13,George Ogbeide,NGR,7.78
