event,event_name,position,athelete,country,mark
Marathon women,10th IAAF World Championships in Athletics,1,Paula Radcliffe,GBR,2:20:57  CR
Marathon women,10th IAAF World Championships in Athletics,2,Catherine Ndereba,KEN,2:22:01  SB
Marathon women,10th IAAF World Championships in Athletics,3,Constantina Dita,ROU,2:23:19
Marathon women,10th IAAF World Championships in Athletics,4,Derartu Tulu,ETH,2:23:30  PB
Marathon women,10th IAAF World Championships in Athletics,5,Chunxiu Zhou,CHN,2:24:12
Marathon women,10th IAAF World Championships in Athletics,6,Yumiko Hara,JPN,2:24:20
Marathon women,10th IAAF World Championships in Athletics,7,Rita Jeptoo Sitienei,KEN,2:24:22  PB
Marathon women,10th IAAF World Championships in Athletics,8,Harumi Hiroyama-Suzuki,JPN,2:25:46  SB
Marathon women,10th IAAF World Championships in Athletics,9,Hellen Jemaiyo Kimutai,KEN,2:26:14  SB
Marathon women,10th IAAF World Championships in Athletics,10,Megumi Oshima,JPN,2:26:29
Marathon women,10th IAAF World Championships in Athletics,11,Madaí Pérez,MEX,2:26:50  PB
Marathon women,10th IAAF World Championships in Athletics,12,Halina Karnatsevich,BLR,2:27:14  PB
Marathon women,10th IAAF World Championships in Athletics,13,Dorota Gruca,POL,2:27:46  PB
Marathon women,10th IAAF World Championships in Athletics,14,Yong-Ok Jong,PRK,2:29:43  SB
Marathon women,10th IAAF World Championships in Athletics,15,Mari Ozaki,JPN,2:30:28
Marathon women,10th IAAF World Championships in Athletics,16,Asha Gigi,ETH,2:30:38
Marathon women,10th IAAF World Championships in Athletics,17,Ryoko Eda,JPN,2:31:16
Marathon women,10th IAAF World Championships in Athletics,18,Mara Yamauchi,GBR,2:31:26  PB
Marathon women,10th IAAF World Championships in Athletics,19,Rosaria Console,ITA,2:32:47
Marathon women,10th IAAF World Championships in Athletics,20,Alina Ivanova,RUS,2:32:53
Marathon women,10th IAAF World Championships in Athletics,21,Aurica Buia,ROU,2:33:20  SB
Marathon women,10th IAAF World Championships in Athletics,22,Shitaye Gemechu,ETH,2:34:01
Marathon women,10th IAAF World Championships in Athletics,23,Song-Suk Oh,PRK,2:34:07
Marathon women,10th IAAF World Championships in Athletics,24,Gum-Hwa Ryang,PRK,2:34:35
Marathon women,10th IAAF World Championships in Athletics,25,Hayley Haining,GBR,2:34:41  PB
Marathon women,10th IAAF World Championships in Athletics,26,Turena Johnson-Lane,USA,2:34:43  PB
Marathon women,10th IAAF World Championships in Athletics,27,Anna Pichrtová,CZE,2:34:45
Marathon women,10th IAAF World Championships in Athletics,28,Kirsten Marathon Melkevik,NOR,2:35:08
Marathon women,10th IAAF World Championships in Athletics,29,Beatrice Omwanza,KEN,2:35:48
Marathon women,10th IAAF World Championships in Athletics,30,Jill Boaz,USA,2:36:29  SB
Marathon women,10th IAAF World Championships in Athletics,31,Isabel Eizmendi,ESP,2:36:41
Marathon women,10th IAAF World Championships in Athletics,32,Ana Dias,POR,2:36:50
Marathon women,10th IAAF World Championships in Athletics,33,Shireen Crumpton,NZL,2:37:03  PB
Marathon women,10th IAAF World Championships in Athletics,34,Irina Permitina,RUS,2:38:16
Marathon women,10th IAAF World Championships in Athletics,35,Emily Levan,USA,2:38:32  PB
Marathon women,10th IAAF World Championships in Athletics,36,Jennifer Crain,USA,2:39:02  SB
Marathon women,10th IAAF World Championships in Athletics,37,Dire Tune,ETH,2:39:13
Marathon women,10th IAAF World Championships in Athletics,38,Nadezhda Wijenberg,NED,2:39:36  SB
Marathon women,10th IAAF World Championships in Athletics,39,Liza Hunter-Galvan,NZL,2:39:47
Marathon women,10th IAAF World Championships in Athletics,40,Tegla Loroupe,KEN,2:39:58
Marathon women,10th IAAF World Championships in Athletics,41,Nadia Ejjafini,BRN,2:41:51  SB
Marathon women,10th IAAF World Championships in Athletics,42,Maija Oravamäki,FIN,2:43:31  SB
Marathon women,10th IAAF World Championships in Athletics,43,Clarisse Rasoarizay,MAD,2:43:58  SB
Marathon women,10th IAAF World Championships in Athletics,44,Jung-hee Oh,KOR,2:47:42
Marathon women,10th IAAF World Championships in Athletics,45,Rebecca Moore,NZL,2:50:36
Marathon women,10th IAAF World Championships in Athletics,46,Epiphanie Nyirabarame,RWA,2:52:11
Marathon women,10th IAAF World Championships in Athletics,47,Hafida Narmouch,MAR,2:52:41
Marathon women,10th IAAF World Championships in Athletics,48,Mulu Seboka,ETH,2:53:08
Marathon women,10th IAAF World Championships in Athletics,49,Nili Abramski,ISR,2:54:08
Marathon women,10th IAAF World Championships in Athletics,50,Mary Akor Basley,USA,2:57:18
Marathon women,10th IAAF World Championships in Athletics,51,Mamokete Lechela,LES,3:03:26  SB
