event,event_name,position,athelete,country,mark
Discus Throw women,IAAF World Championships London 2017,1,Sandra Perković,CRO,70.31
Discus Throw women,IAAF World Championships London 2017,2,Dani Stevens,AUS,69.64
Discus Throw women,IAAF World Championships London 2017,3,Mélina Robert-Michon,FRA,66.21
Discus Throw women,IAAF World Championships London 2017,4,Yaimé Pérez,CUB,64.82
Discus Throw women,IAAF World Championships London 2017,5,Denia Caballero,CUB,64.37
Discus Throw women,IAAF World Championships London 2017,6,Nadine Müller,GER,64.13
Discus Throw women,IAAF World Championships London 2017,7,Xinyue Su,CHN,63.37
Discus Throw women,IAAF World Championships London 2017,8,Bin Feng,CHN,61.56
Discus Throw women,IAAF World Championships London 2017,9,Julia Harting,GER,61.34
Discus Throw women,IAAF World Championships London 2017,10,Yang Chen,CHN,61.28
Discus Throw women,IAAF World Championships London 2017,11,Andressa de Morais,BRA,60.00
