event,event_name,position,athelete,country,mark
Long Jump men,8th IAAF World Championships,1,Iván Pedroso,CUB,8.40
Long Jump men,8th IAAF World Championships,2,Savanté Stringfellow,USA,8.24
Long Jump men,8th IAAF World Championships,3,Carlos Calado,POR,8.21
Long Jump men,8th IAAF World Championships,4,Miguel Pate,USA,8.21
Long Jump men,8th IAAF World Championships,5,Kareem Streete-Thompson,CAY,8.10
Long Jump men,8th IAAF World Championships,6,Olexiy Lukashevych,UKR,8.10
Long Jump men,8th IAAF World Championships,7,James Beckford,JAM,8.08
Long Jump men,8th IAAF World Championships,8,Dwight Phillips,USA,7.92
Long Jump men,8th IAAF World Championships,9,Grzegorz Marciniszyn,POL,7.92
Long Jump men,8th IAAF World Championships,10,Hussein Taher Al-Sabee,KSA,7.90
Long Jump men,8th IAAF World Championships,11,Abdulrahman Faraj Al-Nubi,QAT,7.63
Long Jump men,8th IAAF World Championships,12,Vitaliy Shkurlatov,RUS,7.61
